variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,5,0.1059441864490509,11,610,9.552096891645819,5.1332302722666,14.684130834836573,1728
st_time,7001,29,0.14257055521011353,30,610,9.55674462961297,5.039759180060139,14.53073398472267,1728
st_rfft,7002,1,0.10052470117807388,7,610,9.92498847990785,5.142112847831514,14.770333646685518,1728
st_time,7002,11,0.10834075510501862,17,610,9.923457325830341,5.072529855701658,14.592556453510937,1728
st_rfft,7003,1,0.10047613829374313,7,610,10.104651171191923,5.1972601524105775,14.695952168337703,1728
st_time,7003,6,0.10460326075553894,12,610,10.104297320448866,5.153000943086766,14.537418865194931,1728
st_rfft,7004,4,0.10277147591114044,10,610,9.724036883360569,5.0981892855079085,14.679844283417395,1728
st_time,7004,8,0.10841836035251617,14,610,9.714541169532152,5.029926311086725,14.516893838922707,1728
st_rfft,7005,1,0.1001562550663948,7,610,9.957320965046991,5.159897183930433,14.752327336166914,1728
st_time,7005,21,0.123134084045887,27,610,9.972894286123905,5.119889364198402,14.673113700404725,1728
