arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,29,0.10490835458040237,37,7.7792406379994645,False,False,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,37,0.09470219910144806,40,5.198538317999919,True,True,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,12,0.10566698759794235,20,4.336382789002528,False,False,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,32,0.09530356526374817,40,5.234526217001985,True,True,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,4,0.10805441439151764,12,2.6860230620004586,False,False,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,38,0.09907320141792297,40,5.1744530930009205,True,True,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,24,0.10579264163970947,32,7.0265341400008765,False,False,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,37,0.09667173773050308,40,5.459485134000715,True,True,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,3,0.10647321492433548,11,2.4729941390032764,False,False,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,36,0.0962824672460556,40,5.166655080000055,True,True,5f4a4f99b7b56d26ba823b7fe3e9de1835460af32cc80a802efe10ae74f59bdf
