epoch,train_loss,valid_loss
1,0.13074843156733665,0.3138754665851593
2,0.13009634945971602,0.3130461275577545
3,0.129760290634785,0.31326138973236084
4,0.12957509428958522,0.31283900141716003
5,0.1294268106809575,0.3122080862522125
6,0.12930026018317692,0.31215405464172363
7,0.12923826842970929,0.31234011054039
8,0.1291501667890765,0.3117378354072571
9,0.12908812683346396,0.3114800751209259
10,0.12892833223216668,0.31162500381469727
11,0.1288593485289912,0.3113873600959778
12,0.12878058452878255,0.31108221411705017
13,0.12875424775294042,0.3110220730304718
14,0.12866761182844932,0.31066781282424927
15,0.12865705451989637,0.3113631308078766
16,0.12862792653752878,0.31074973940849304
17,0.1285355618368713,0.3108709752559662
18,0.12862833469018306,0.31144240498542786
19,0.1285161792653754,0.3111360967159271
20,0.1284185793644031,0.31068870425224304
