variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_pairwise_delta_forecast,2024,-0.7885646820068359,-0.23244190216064453,-3.6849963821639853
st_pairwise_delta_forecast,2025,-0.8807563781738281,-0.1586170196533203,-4.071258529986221
st_pairwise_delta_forecast,2026,-0.07096290588378906,0.3950166702270508,-0.3298372622576373
st_sparse_delta_forecast,2024,-0.8634300231933594,-0.21216106414794922,-4.034845313667901
st_sparse_delta_forecast,2025,-0.6782512664794922,0.14365005493164062,-3.1351873486899717
st_sparse_delta_forecast,2026,0.06019783020019531,0.45537757873535156,0.2798009362750431
