epoch,train_loss,valid_loss
1,0.09691508279086733,0.17820094525814056
2,0.09668093923196541,0.17798921465873718
3,0.09655540003733273,0.17790983617305756
4,0.09636850600982264,0.1777234673500061
5,0.09627373340499676,0.17761754989624023
6,0.0961286175959181,0.17739903926849365
7,0.0960369076272442,0.1774386465549469
8,0.09585547561791077,0.17721974849700928
9,0.09579091131097019,0.1771896481513977
10,0.0956266890903904,0.17714115977287292
11,0.09559071797250521,0.17714717984199524
12,0.09550425957138389,0.1770431250333786
13,0.0954672384576829,0.17707429826259613
14,0.095383287115459,0.17708252370357513
15,0.0954339700465155,0.1770433485507965
16,0.0953337015885331,0.1771361380815506
17,0.09522654382210753,0.17712388932704926
18,0.09523467229242766,0.1771448254585266
