variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,26,0.14526358246803284,5901,0.5380030870437622,0.7334869372004945,0.45555636286735535,54.61740493774414,33.92195129394531,45.225196838378906
st_time,2047,23,0.1343788057565689,5901,0.5375385284423828,0.733170190639515,0.4559420943260193,54.59381866455078,33.95066833496094,45.23469543457031
st_rfft,2048,30,0.15104779601097107,5901,0.5569935441017151,0.7463200011400707,0.4596113860607147,55.57299041748047,34.223899841308594,45.580955505371094
st_time,2048,30,0.13479697704315186,5901,0.560127317905426,0.7484165403740259,0.46116748452186584,55.72910690307617,34.33976745605469,45.48943328857422
st_rfft,2049,4,0.1072295680642128,5901,0.5724478363990784,0.7566028260580834,0.4716235101222992,56.33867645263672,35.118350982666016,47.32917785644531
st_time,2049,6,0.10978763550519943,5901,0.5688444972038269,0.754217804883859,0.47128811478614807,56.16108322143555,35.093379974365234,46.93727493286133
st_rfft,2050,17,0.12983867526054382,5901,0.5461513996124268,0.73902056778714,0.45844632387161255,55.029457092285156,34.137142181396484,46.33356475830078
st_time,2050,17,0.1256883144378662,5901,0.5472519993782043,0.7397648270756081,0.4593850076198578,55.08487319946289,34.2070426940918,46.09212112426758
st_rfft,2051,17,0.1297208070755005,5901,0.5218708515167236,0.7224062925506143,0.4514460265636444,53.79231262207031,33.615882873535156,46.11056900024414
st_time,2051,17,0.12675301730632782,5901,0.522309422492981,0.7227097774992262,0.45150282979011536,53.814910888671875,33.620113372802734,45.85261154174805
