variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,11,0.11242504417896271,17,11673,20.849606606470864,15.054763159740691,41.769653954171254,37464
st_time,7001,10,0.11005270481109619,16,11673,20.8291079366107,15.033646171123024,41.695702837027774,37464
st_rfft,7002,10,0.11033765226602554,16,11673,20.811864182980035,14.984999177956363,41.986901737181746,37464
st_time,7002,28,0.13044463098049164,30,11673,20.820592167037777,14.987716051393306,42.03844033065701,37464
st_rfft,7003,8,0.10793404281139374,14,11673,21.086146151721,15.049302942600614,41.8752180675147,37464
st_time,7003,4,0.10366903245449066,10,11673,21.092216433101488,15.045854624535012,41.900259956658104,37464
st_rfft,7004,9,0.10963398218154907,15,11673,20.887515683494296,14.882635610927865,41.29339170865534,37464
st_time,7004,3,0.1027219370007515,9,11673,20.92087022655893,14.87979194859829,41.31574594726375,37464
st_rfft,7005,8,0.10893094539642334,14,11673,20.686519923496167,14.742989598291949,40.99359184002876,37464
st_time,7005,5,0.10527710616588593,11,11673,20.678906683120854,14.72539772448722,40.963361300563164,37464
