variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,initialized_from_degraded,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_neighbor_rmse_ugm3,disable_neighbor_mae_ugm3,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst,2024,21,0.10150600969791412,11.540773922999506,0.008422006998443976,valid,21267,21264,False,0.10150600969791412,0.318600077994206,0.17280206084251404,23.741989135742188,12.877161026000977,20.935197830200195,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,0.0,0.0,0.9995831251144409,0.053006649017333984,0.0022502876818180084,0.0,0.0,input
st_pairwise_delta_forecast,2024,26,0.0941927582025528,9.703244276002806,0.008433149996562861,valid,21268,4622,True,0.0941927582025528,0.30690838731216324,0.17078366875648499,22.870725631713867,12.726751327514648,21.387062072753906,23.76683235168457,12.941689491271973,24.573970794677734,15.274079322814941,25.107696533203125,15.695014953613281,23.71515655517578,12.921019554138184,0.12751516699790955,0.034189661997027714,0.9466401934623718,0.023520732298493385,0.03133443370461464,0.0,0.6935821175575256,forecast
