arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,10,1.2199122905731201,16,7.039275525003177,False,False,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,18,1.15584135055542,24,5.266774039999291,True,True,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,6,1.2288451194763184,12,5.753090555997915,False,False,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,29,1.1520097255706787,30,6.840941528000258,True,True,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,6,1.2168331146240234,12,7.114376210000046,False,False,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,26,1.131348729133606,30,7.9313807869984885,True,True,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,4,1.22734534740448,10,4.383327671999723,False,False,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,29,1.1460165977478027,30,6.464743553999142,True,True,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,5,1.2251091003417969,11,4.801111579999997,False,False,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,29,1.1586233377456665,30,6.823529959998268,True,True,fe22045cf24a553883c4d1c2d2291306f6639ac50fccaacf8ef95c2e6504c3db
