variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.1035434901714325,8,11673,21.356473882190365,13.69450762111071,34.207305209110984,40920
st_time,7001,1,0.10160862654447556,7,11673,21.35834591575812,13.690530198666824,34.214558227804616,40920
st_rfft,7002,2,0.10395574569702148,8,11673,21.145205168518263,13.635632452167723,34.42314205727072,40920
st_time,7002,9,0.11653449386358261,15,11673,21.097916570044045,13.64855590001812,34.48289158698156,40920
st_rfft,7003,4,0.10868915170431137,10,11673,21.531166426436226,13.634268059502133,34.10201574118651,40920
st_time,7003,14,0.12461314350366592,20,11673,21.503547633630667,13.632589107058498,34.09024545039819,40920
st_rfft,7004,2,0.10362682491540909,8,11673,20.824432290630664,13.512519840014878,34.22510089337323,40920
st_time,7004,13,0.12230069935321808,19,11673,20.801932379349,13.532526633560016,34.321391937569835,40920
st_rfft,7005,8,0.1161666139960289,14,11673,21.49955402874597,13.784040583659943,34.67330907811887,40920
st_time,7005,29,0.14009776711463928,30,11673,21.49009344160136,13.785294009466908,34.71542200229119,40920
