variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,1,0.10101857781410217,1572,0.16968853771686554,0.4119326859049492,0.2138179987668991,30.697105407714844,15.933656692504883,24.223962783813477
st_time,2047,1,0.10117741674184799,1572,0.16910456120967865,0.41122324984086034,0.21394413709640503,30.64423942565918,15.943058967590332,24.278995513916016
st_rfft,2048,1,0.10076674073934555,1572,0.16900019347667694,0.4110963311398886,0.21398885548114777,30.634784698486328,15.946389198303223,24.384166717529297
st_time,2048,1,0.1006024107336998,1572,0.1685502678155899,0.4105487398782146,0.21449321508407593,30.593975067138672,15.983972549438477,24.490270614624023
st_rfft,2049,14,0.10983475297689438,1572,0.16944549977779388,0.4116375830482366,0.21572719514369965,30.67511558532715,16.075931549072266,24.352567672729492
st_time,2049,10,0.10700864344835281,1572,0.1696019172668457,0.4118275334006284,0.21563659608364105,30.689271926879883,16.069175720214844,24.309749603271484
st_rfft,2050,1,0.10050830245018005,1572,0.1692345291376114,0.4113812454859985,0.21780644357204437,30.656015396118164,16.230873107910156,25.06699562072754
st_time,2050,11,0.10903612524271011,1572,0.168943852186203,0.41102779977296305,0.21724312007427216,30.629676818847656,16.18889617919922,24.711782455444336
st_rfft,2051,1,0.10094206035137177,1572,0.17156019806861877,0.41419825937420207,0.21455368399620056,30.865936279296875,15.988480567932129,24.383045196533203
st_time,2051,7,0.10687879472970963,1572,0.17119069397449493,0.41375197156568927,0.21438252925872803,30.832677841186523,15.975723266601562,24.279499053955078
