arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,28,0.7879644632339478,30,32.92994912299764,False,False,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,5,0.7704567313194275,11,5.050807891999284,True,True,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,3,0.7879967093467712,9,9.877582496003015,False,False,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,4,0.801486074924469,10,4.601199340999301,True,True,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,13,0.8278949856758118,19,20.954083696000453,False,False,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,4,0.8134339451789856,10,4.571137402999739,True,True,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,4,0.8043450713157654,10,10.950327904000005,False,False,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,1,0.8314762711524963,7,3.4929135179991135,True,True,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,5,0.7845258712768555,11,12.098049468000681,False,False,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,3,0.7839463949203491,9,4.154308803997992,True,True,694fd5badad735957eae8d00d58e650a9a6e07d372bc71dcf957ffe215174eaf
