variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10182372480630875,8,11673,15.369586551140175,11.523909364660797,36.560863837121964,39768
st_time,7001,30,0.1288033127784729,30,11673,15.028877417684017,11.273023709088259,35.80993329732471,39768
st_rfft,7002,28,0.11848391592502594,30,11673,15.240922635707447,11.46039512751688,36.28109003032945,39768
st_time,7002,20,0.12121102958917618,26,11673,15.192306263062813,11.408160442127066,36.11618230256136,39768
st_rfft,7003,30,0.11847143620252609,30,11673,15.112108500820934,11.319693051265102,35.93825211650257,39768
st_time,7003,20,0.12069039046764374,26,11673,15.055986668791338,11.277970916906897,35.82021601104398,39768
st_rfft,7004,30,0.13591855764389038,30,11673,15.226285406738656,11.491844815714838,36.468788230085465,39768
st_time,7004,30,0.13332729041576385,30,11673,15.21736506405529,11.47707898236453,36.37588384410986,39768
st_rfft,7005,1,0.10075631737709045,7,11673,15.60213391083064,11.739956360999019,37.164935729535486,39768
st_time,7005,27,0.13113030791282654,30,11673,15.252542311771641,11.465623536931991,36.39787144861829,39768
