variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10169747471809387,8,5901,18.217595130773876,11.55295957832344,30.871785384953483,20028
st_time,7001,30,0.11878034472465515,30,5901,18.037148532202732,11.383944145524147,30.43265846309759,20028
st_rfft,7002,2,0.101546511054039,8,5901,18.035135076143778,11.324796721681473,30.32705460264703,20028
st_time,7002,30,0.13120777904987335,30,5901,17.850629677782457,11.16268402843959,29.8892179748042,20028
st_rfft,7003,1,0.10054408758878708,7,5901,18.123807472764057,11.426545639392357,30.666586373618404,20028
st_time,7003,1,0.10062753409147263,7,5901,18.087893216965675,11.405627577610066,30.645225081376378,20028
st_rfft,7004,1,0.10062825679779053,7,5901,18.23909176259589,11.468975488073411,30.622565325711985,20028
st_time,7004,1,0.10079926997423172,7,5901,18.18294765631783,11.440048847366098,30.604831332531806,20028
st_rfft,7005,2,0.10172764211893082,8,5901,18.21238487685975,11.460916181750608,30.611949512533972,20028
st_time,7005,1,0.10077289491891861,7,5901,18.207672858801217,11.442251930080632,30.581619839782075,20028
