task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,B2,2060,1,0.2232572651935676,0.4684503674507141,0.001
168h_6h,B2,2060,2,0.2232352730851382,0.46835383772850037,0.001
168h_6h,B2,2060,3,0.22319292972393534,0.4681830406188965,0.001
168h_6h,B2,2060,4,0.22312619385952956,0.46795254945755005,0.001
168h_6h,B2,2060,5,0.22303613214649637,0.46761372685432434,0.001
168h_6h,B2,2060,6,0.22292865857789532,0.4672291874885559,0.001
168h_6h,B2,2060,7,0.22280711308184198,0.4668627381324768,0.001
168h_6h,B2,2060,8,0.22269556921067343,0.46652621030807495,0.001
168h_6h,B2,2060,9,0.2225809947824014,0.46621260046958923,0.001
168h_6h,B2,2060,10,0.22246397651868252,0.46589019894599915,0.001
168h_6h,B2,2060,11,0.22235654222223059,0.46560928225517273,0.001
168h_6h,B2,2060,12,0.22223966349529567,0.4653686583042145,0.001
168h_6h,B2,2060,13,0.22213568605818912,0.46512770652770996,0.001
168h_6h,B2,2060,14,0.22199039106691898,0.4649104177951813,0.001
168h_6h,B2,2060,15,0.22182581651368824,0.46472176909446716,0.001
168h_6h,B2,2060,16,0.22163425613257845,0.4646154046058655,0.001
168h_6h,B2,2060,17,0.2214252143313089,0.46443283557891846,0.001
168h_6h,B2,2060,18,0.22121844519342945,0.4642438292503357,0.001
168h_6h,B2,2060,19,0.22101609211556963,0.4642190933227539,0.001
168h_6h,B2,2060,20,0.22088351888001656,0.4639999568462372,0.001
168h_6h,B2,2060,21,0.22073677994147065,0.46392932534217834,0.001
168h_6h,B2,2060,22,0.2206357473128993,0.46368199586868286,0.001
168h_6h,B2,2060,23,0.22054378535547878,0.46395066380500793,0.001
168h_6h,B2,2060,24,0.22037952769260755,0.46362271904945374,0.001
168h_6h,B2,2060,25,0.22026205612501257,0.4634779393672943,0.001
168h_6h,B2,2060,26,0.2201462153856097,0.46360287070274353,0.001
168h_6h,B2,2060,27,0.22004635000883044,0.4634018838405609,0.001
168h_6h,B2,2060,28,0.21994080222589216,0.4635847806930542,0.001
168h_6h,B2,2060,29,0.21983385343622852,0.4633522629737854,0.001
168h_6h,B2,2060,30,0.21972069252775628,0.46333423256874084,0.001
