task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,B1,2061,1,0.2149140425157699,0.45819219946861267,0.001
168h_6h,B1,2061,2,0.21488499460624036,0.45810768008232117,0.001
168h_6h,B1,2061,3,0.21482227008741642,0.457917183637619,0.001
168h_6h,B1,2061,4,0.2147021626471913,0.45757782459259033,0.001
168h_6h,B1,2061,5,0.2144923674058026,0.4571112394332886,0.001
168h_6h,B1,2061,6,0.214250822723622,0.45660510659217834,0.001
168h_6h,B1,2061,7,0.2140402605037878,0.456154465675354,0.001
168h_6h,B1,2061,8,0.21388929350641395,0.45586058497428894,0.001
168h_6h,B1,2061,9,0.2138018673459322,0.4556639492511749,0.001
168h_6h,B1,2061,10,0.21373589910763105,0.4554670453071594,0.001
168h_6h,B1,2061,11,0.21370133427510146,0.45533478260040283,0.001
168h_6h,B1,2061,12,0.21365101614700985,0.4552389681339264,0.001
168h_6h,B1,2061,13,0.21361399793418828,0.4551473557949066,0.001
168h_6h,B1,2061,14,0.2135663029881087,0.4550623893737793,0.001
168h_6h,B1,2061,15,0.21352959106054095,0.45500150322914124,0.001
168h_6h,B1,2061,16,0.21350724514518174,0.45498618483543396,0.001
168h_6h,B1,2061,17,0.2134563493201508,0.45494699478149414,0.001
168h_6h,B1,2061,18,0.21343954398360382,0.4549299478530884,0.001
168h_6h,B1,2061,19,0.21339773234554457,0.4548419117927551,0.001
168h_6h,B1,2061,20,0.2133613500314624,0.4549176096916199,0.001
168h_6h,B1,2061,21,0.21332883132166222,0.45487767457962036,0.001
168h_6h,B1,2061,22,0.213290933805297,0.4549464285373688,0.001
168h_6h,B1,2061,23,0.2132702770524626,0.4548497796058655,0.0005
168h_6h,B1,2061,24,0.2132015817366224,0.4548788368701935,0.0005
168h_6h,B1,2061,25,0.21318042770160647,0.4548511803150177,0.0005
