task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,B_flat,2061,1,0.214915454107596,0.45818468928337097,0.001
168h_6h,B_flat,2061,2,0.21487697777651685,0.45805662870407104,0.001
168h_6h,B_flat,2061,3,0.21475038623565754,0.4575740098953247,0.001
168h_6h,B_flat,2061,4,0.21440321148532132,0.456583708524704,0.001
168h_6h,B_flat,2061,5,0.2138492308880863,0.4553176760673523,0.001
168h_6h,B_flat,2061,6,0.21329301084312222,0.45437654852867126,0.001
168h_6h,B_flat,2061,7,0.21281675035410588,0.4541115462779999,0.001
168h_6h,B_flat,2061,8,0.21230996369735408,0.45429402589797974,0.001
168h_6h,B_flat,2061,9,0.2118643700056257,0.4538553059101105,0.001
168h_6h,B_flat,2061,10,0.2114358158529875,0.4535830020904541,0.001
168h_6h,B_flat,2061,11,0.21111492266999454,0.4536735415458679,0.001
168h_6h,B_flat,2061,12,0.21086273299985572,0.45384663343429565,0.001
168h_6h,B_flat,2061,13,0.2105798866224081,0.4538116753101349,0.001
168h_6h,B_flat,2061,14,0.21029210685533373,0.45393848419189453,0.0005
168h_6h,B_flat,2061,15,0.21010138978642454,0.45379164814949036,0.0005
168h_6h,B_flat,2061,16,0.21000286153067396,0.45384326577186584,0.0005
