task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,B2,2062,1,0.2027600749484403,0.46754270792007446,0.001
168h_6h,B2,2062,2,0.2027533944720569,0.4675293564796448,0.001
168h_6h,B2,2062,3,0.20274187488171014,0.46750256419181824,0.001
168h_6h,B2,2062,4,0.20272518265295356,0.4674576222896576,0.001
168h_6h,B2,2062,5,0.20269867178927253,0.4674069881439209,0.001
168h_6h,B2,2062,6,0.20266712724382313,0.4673602879047394,0.001
168h_6h,B2,2062,7,0.20264236205155106,0.46732011437416077,0.001
168h_6h,B2,2062,8,0.2026100411328479,0.46726319193840027,0.001
168h_6h,B2,2062,9,0.202581004768655,0.46722277998924255,0.001
168h_6h,B2,2062,10,0.20254766614990438,0.46716877818107605,0.001
168h_6h,B2,2062,11,0.20251498060411285,0.46710315346717834,0.001
168h_6h,B2,2062,12,0.2024835900039876,0.4670722186565399,0.001
168h_6h,B2,2062,13,0.20244226767365056,0.46689993143081665,0.001
168h_6h,B2,2062,14,0.20236868815776946,0.4668828248977661,0.001
168h_6h,B2,2062,15,0.20228542761827478,0.46671727299690247,0.001
168h_6h,B2,2062,16,0.2022026656012664,0.46661117672920227,0.001
168h_6h,B2,2062,17,0.20211612836169124,0.46637874841690063,0.001
168h_6h,B2,2062,18,0.20200558039271446,0.466394305229187,0.001
168h_6h,B2,2062,19,0.2019434765413876,0.46633097529411316,0.001
168h_6h,B2,2062,20,0.20179407431597596,0.46603265404701233,0.001
168h_6h,B2,2062,21,0.2016896298391184,0.4659743905067444,0.001
168h_6h,B2,2062,22,0.2015548721668524,0.46586140990257263,0.001
168h_6h,B2,2062,23,0.20141963484423694,0.465762197971344,0.001
168h_6h,B2,2062,24,0.20128363664217455,0.46558359265327454,0.001
168h_6h,B2,2062,25,0.20117540075127202,0.4654686450958252,0.001
168h_6h,B2,2062,26,0.2009698146965744,0.4653116762638092,0.001
168h_6h,B2,2062,27,0.20086286099570413,0.465304970741272,0.001
168h_6h,B2,2062,28,0.2007197965274703,0.46529680490493774,0.001
168h_6h,B2,2062,29,0.20060312962007915,0.46507498621940613,0.001
168h_6h,B2,2062,30,0.20050561307290393,0.46523234248161316,0.001
