task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,B1,2062,1,0.2027599824532144,0.4675425589084625,0.001
168h_6h,B1,2062,2,0.20275364137021942,0.4675303101539612,0.001
168h_6h,B1,2062,3,0.20274337961392067,0.4675104320049286,0.001
168h_6h,B1,2062,4,0.20273032835224447,0.46747785806655884,0.001
168h_6h,B1,2062,5,0.20270780769395116,0.46743613481521606,0.001
168h_6h,B1,2062,6,0.20268070057127016,0.46739670634269714,0.001
168h_6h,B1,2062,7,0.20265223317437173,0.4673520624637604,0.001
168h_6h,B1,2062,8,0.20261667289726285,0.467284232378006,0.001
168h_6h,B1,2062,9,0.20257919523905618,0.4672243893146515,0.001
168h_6h,B1,2062,10,0.20253076591754163,0.4671532213687897,0.001
168h_6h,B1,2062,11,0.20248063897142315,0.46707597374916077,0.001
168h_6h,B1,2062,12,0.20243938350751509,0.4670787751674652,0.001
168h_6h,B1,2062,13,0.20238416053180946,0.46678099036216736,0.001
168h_6h,B1,2062,14,0.2023041665123941,0.4667922854423523,0.001
168h_6h,B1,2062,15,0.20221930736012259,0.46660730242729187,0.001
168h_6h,B1,2062,16,0.20216835997742402,0.46659085154533386,0.001
168h_6h,B1,2062,17,0.20205099725407188,0.46633046865463257,0.001
168h_6h,B1,2062,18,0.2019716460951064,0.46616190671920776,0.001
168h_6h,B1,2062,19,0.20196113061896906,0.46631187200546265,0.001
168h_6h,B1,2062,20,0.20180460353298943,0.4659922420978546,0.001
168h_6h,B1,2062,21,0.20171602313391293,0.46595045924186707,0.001
168h_6h,B1,2062,22,0.2016544711906891,0.46593227982521057,0.001
168h_6h,B1,2062,23,0.20161980241262026,0.46572819352149963,0.001
168h_6h,B1,2062,24,0.2015636649197191,0.46561264991760254,0.001
168h_6h,B1,2062,25,0.2015140585415034,0.46568480134010315,0.001
168h_6h,B1,2062,26,0.20143919695311893,0.46538397669792175,0.001
168h_6h,B1,2062,27,0.20141078060876405,0.46543341875076294,0.001
168h_6h,B1,2062,28,0.20137083644954165,0.4654512107372284,0.001
168h_6h,B1,2062,29,0.2013146983164832,0.4654442369937897,0.001
168h_6h,B1,2062,30,0.20130757413358172,0.46543723344802856,0.0005
