task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,F01,2060,1,0.2331534772836276,0.4778309464454651,0.001
168h_6h,F01,2060,2,0.23307161732575382,0.4776589274406433,0.001
168h_6h,F01,2060,3,0.23289973080848403,0.4773344099521637,0.001
168h_6h,F01,2060,4,0.23260885484067761,0.47686582803726196,0.001
168h_6h,F01,2060,5,0.2322628504779039,0.47632625699043274,0.001
168h_6h,F01,2060,6,0.2319200389921155,0.4758218228816986,0.001
168h_6h,F01,2060,7,0.23164373325419357,0.4752584993839264,0.001
168h_6h,F01,2060,8,0.23139630707943873,0.4747859537601471,0.001
168h_6h,F01,2060,9,0.23117933910572003,0.4744213819503784,0.001
168h_6h,F01,2060,10,0.2309551448340103,0.47399023175239563,0.001
168h_6h,F01,2060,11,0.23071791783767892,0.4737103283405304,0.001
168h_6h,F01,2060,12,0.23057128532778237,0.4735028147697449,0.001
168h_6h,F01,2060,13,0.23042864171295163,0.47352829575538635,0.001
168h_6h,F01,2060,14,0.2302985325803251,0.47327837347984314,0.001
168h_6h,F01,2060,15,0.2301914738136403,0.4732833802700043,0.001
168h_6h,F01,2060,16,0.2300982459376854,0.47323811054229736,0.001
168h_6h,F01,2060,17,0.23002455378663,0.4732717275619507,0.001
168h_6h,F01,2060,18,0.22995153217782588,0.47309383749961853,0.001
168h_6h,F01,2060,19,0.22987143655844755,0.47309911251068115,0.001
168h_6h,F01,2060,20,0.22977369774666223,0.47281956672668457,0.001
168h_6h,F01,2060,21,0.22966322042254278,0.47280317544937134,0.001
168h_6h,F01,2060,22,0.229552531386406,0.4726099669933319,0.001
168h_6h,F01,2060,23,0.22947059738784054,0.47259271144866943,0.001
168h_6h,F01,2060,24,0.22941734748441595,0.47233128547668457,0.001
168h_6h,F01,2060,25,0.22931931446784493,0.47246453166007996,0.001
168h_6h,F01,2060,26,0.2292243315581808,0.4721742272377014,0.001
168h_6h,F01,2060,27,0.2291519860780005,0.4720748960971832,0.001
168h_6h,F01,2060,28,0.22906859770459723,0.47190120816230774,0.001
168h_6h,F01,2060,29,0.22901810579130685,0.4718283414840698,0.001
168h_6h,F01,2060,30,0.22890923305143143,0.47190290689468384,0.001
