task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
168h_6h,F10,2062,1,0.20993603673191713,0.47666722536087036,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,2,0.20925017170086666,0.4767950475215912,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,3,0.2091834662914436,0.47669219970703125,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,4,0.2090976525446296,0.4765065014362335,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,5,0.20912479145762145,0.476193904876709,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,6,0.20896682054689614,0.4761359691619873,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,7,0.20886702005105803,0.476008802652359,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,8,0.2087758235217021,0.4757153391838074,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,9,0.20867531212869758,0.4750348627567291,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
168h_6h,F10,2062,10,0.20839179172564282,0.47495079040527344,0.001,True,ea61b7e08b567cca74b1084a4bfef27ce4171b4c4884f674f4458e58aceb61f7,35578d22b662483d70f16ed68d763f3ce88261b8390e42435059efbb8a48b0d0,True
