task,variant,seed,epoch,train_loss,validation_loss,learning_rate,patchtst_eval_during_locked_training,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,patchtst_all_parameters_buffers_equal_to_initialization
168h_6h,F00,2061,1,0.8075371565065002,0.9241499900817871,0.001,,1a8a41ec5c575fb2607b0f230dc3dd4e50d3c3d82986c14419a30ac78a22c42d,945deb71ffb2b3eb7cc12dc214a85d6c769cdcfc7d140f19141ea61d8a06d245,
168h_6h,F00,2061,2,0.4536975275691993,0.7129776477813721,0.001,,4ad53b4661b1efe39b6d257228975465d7db5ea4a026d4845253a6bcc5b12c55,e023841013c6353a53306e54e1d1b2ebff75bfe2018faab47a39e867746c6485,
168h_6h,F00,2061,3,0.35186459858018615,0.6071237325668335,0.001,,61551ff5eabf4c5361050e98d22fd7c3f485d0062f923e6d984dee607f52360b,455249ccc2c48f126679b6efff415cef6803b83fd91706242962854ff1b3e803,
168h_6h,F00,2061,4,0.3083180502559699,0.5157966613769531,0.001,,33577b21339ae7e9bb103c1748331ea1cb24b66d3555aee7d8297ecc80d5a68d,ec30cf6e3c8ae55178761b93c760beac41a75da80476a06c260b73bfafff62da,
168h_6h,F00,2061,5,0.28872709352611237,0.49337735772132874,0.001,,be7d0db525dce804f0d02bcb50f4dc12f3d80f808a32d9ac7d8a3325f6f08ced,15bc0e6643b505020ee52864ab42a54983b0a5bbddc1c868e3bcf4656a7830cb,
168h_6h,F00,2061,6,0.2770950591970278,0.4840506613254547,0.001,,6b1876ac87ce69e6a4c7958f61f44992214a126df7e8a6dd6c1c58e2a6d1d7be,09162034c8672adb970c3c7018919532bcb13534ec9fbac35f73a95b9a13e120,
168h_6h,F00,2061,7,0.26845098625825425,0.49242639541625977,0.001,,6f2fae0cebf68f0e6c450b656c7b387536d3690a94786da9ba1ed4d0e55a5dd7,5ed8188df08396c2e7231f09303eb0e891160e2283204ad5b00166f2c101232f,
168h_6h,F00,2061,8,0.26092789428789037,0.49456316232681274,0.001,,0862f587f8c904b7e6f40529de1b23b0b673a1e293d5470bbb2a821d1892f731,07caaa83da066271ff0f2bf31b008ea5446d5eedfc29f87fc39fd075a391a0aa,
168h_6h,F00,2061,9,0.26253061042793807,0.496743381023407,0.001,,84123a79bcc00846164b2d7a9a42ec8914153a15ea5fa5260ef96daf7eda28d9,9f38bc246f4afa025a50689abdabfa360bfe0f58cdeedc846fee12c4042beea9,
168h_6h,F00,2061,10,0.263294584730324,0.5101911425590515,0.0005,,feffc52ed0fd56f632d768c33a3a0c12b47afec52d7c843276a51620f7551cfc,b8b843827934b2407805f39d742717d6b7f1f4f58c9be02f1f4df669853825f7,
168h_6h,F00,2061,11,0.25845517653970035,0.48532193899154663,0.0005,,60ed8a77523a63ca9f37bbd2990879ddaa4c2e6566bea4d61c1cefd369f07734,551ed2c97d0c06b17df12ed55ff5b0c2b340d1dbd12528bbee403b52904b4312,
168h_6h,F00,2061,12,0.25181706344987304,0.4813477694988251,0.0005,,b8c384453da4135e6d0010e3147917884117f218b77132c4bfa5481b10dbaee6,3e63da728dba6d120cf4645396e3cad832a862b5ba23306e494ba59c3cef2edc,
168h_6h,F00,2061,13,0.24600621296727712,0.477322518825531,0.0005,,c2777be6b5e31f7b28be7c014727ecbff1f4dd82c974b86f22e43c0db459fda5,b04ec97a8126fb358de8a2ac942003cecd23a6e18f767109826cce8798e1e0cd,
168h_6h,F00,2061,14,0.24352544377335847,0.4755517542362213,0.0005,,b0a0042737404ec1dbde372552c9aef90288ca6c47807ab7d5b7236841147a97,21e244ea3a1665188993aa0ec77f7a0cbdd6830180d7b12620abb23da2697b63,
168h_6h,F00,2061,15,0.2431874821541753,0.4796937108039856,0.0005,,a536e93f7dc16aeff6e221ec373fc56b691913b13a97c6d93ecb201fd66c7523,a5ae9e6dd383864345606647e669b5f5eea601bcc06db7d4a05e1caf2c3d7ea0,
168h_6h,F00,2061,16,0.24191810531761446,0.46766000986099243,0.0005,,bda2b3e79727547d3274c009a2d08bfd52a5266b6cfeaf7cde00631daf726a26,fc3154459a96939fff1e76363eaa2234b0bec428f833d2e8b47ad140d74a742f,
168h_6h,F00,2061,17,0.24340228512595616,0.4749269485473633,0.0005,,c942d14a79c02b03d8056c320f16d5554ab7d3469703a44895cd49b51f57a1b4,8ed732db66401d5ea3eea0b3fccd6a685148d0f66a435e35aec5a30b3ad356a2,
168h_6h,F00,2061,18,0.23652210050700276,0.47609955072402954,0.0005,,67498adc4d46ab53081860cd85c4c8646b414e7670766de1c3f07b0bf3f14bb8,8cded4b5a5e4a04744a954d16fcb1ba3be19a46118555e88fc8feac7d7f4c0ad,
168h_6h,F00,2061,19,0.2380491292732717,0.4695160984992981,0.0005,,aab73608b72f19f1d3acd6be3813f91829269e0e7cc6f4a6c51a743c6c31ce88,f0188aabd7aecc11188f0185608b67a6dec6a1256f0d6aa610521fd96fbe81c1,
168h_6h,F00,2061,20,0.23965664235692152,0.47688180208206177,0.00025,,ece8c1835d1c220f54e7c709e29a38c20e2972d8a80d718eeb3944d41ab71812,6b466b33570e0a5bc088991ce883eacadae740dd09a57220f6c25874797baae0,
168h_6h,F00,2061,21,0.2393414834278265,0.47036367654800415,0.00025,,1089fd229408aa10fd38304928e20995723cd23ba4e12913f08463534ed1d311,52e52a189208daa83a7f093b8ec17656d645e5329c54615e73f832c429dce40a,
168h_6h,F00,2061,22,0.2366946603822156,0.47485771775245667,0.00025,,835263acee6ce3ea85da011288f00213bcee2f57e198d91c9e68b2af75107fe3,f72cb940c9d95e557605b22bc71c1e620a507e0f18c809c1f1c4652dd122654b,
