task,variant,seed,epoch,train_loss,validation_loss,learning_rate
168h_6h,B3,2061,1,0.21491600472788258,0.45820674300193787,0.001
168h_6h,B3,2061,2,0.21490166550475612,0.4581800699234009,0.001
168h_6h,B3,2061,3,0.21488093114785448,0.45813295245170593,0.001
168h_6h,B3,2061,4,0.21485096057162706,0.4580628573894501,0.001
168h_6h,B3,2061,5,0.21480411216604128,0.45796188712120056,0.001
168h_6h,B3,2061,6,0.21474619781906962,0.45783430337905884,0.001
168h_6h,B3,2061,7,0.21466865383412417,0.4576356112957001,0.001
168h_6h,B3,2061,8,0.21456646672189786,0.45744404196739197,0.001
168h_6h,B3,2061,9,0.21447478299533826,0.45714977383613586,0.001
168h_6h,B3,2061,10,0.21434732761223418,0.45699402689933777,0.001
168h_6h,B3,2061,11,0.21423979258103185,0.45672017335891724,0.001
168h_6h,B3,2061,12,0.21414870146757645,0.4565185010433197,0.001
168h_6h,B3,2061,13,0.21405274047509878,0.4563111960887909,0.001
168h_6h,B3,2061,14,0.21398163175628898,0.456159383058548,0.001
168h_6h,B3,2061,15,0.21391235287956872,0.4560829997062683,0.001
168h_6h,B3,2061,16,0.2138662769187715,0.4559578001499176,0.001
168h_6h,B3,2061,17,0.21381222393553137,0.45589151978492737,0.001
168h_6h,B3,2061,18,0.21379054581924942,0.4557459056377411,0.001
168h_6h,B3,2061,19,0.21374667519530027,0.4557555019855499,0.001
168h_6h,B3,2061,20,0.2136955874031033,0.4556316137313843,0.001
168h_6h,B3,2061,21,0.21367408777317518,0.45552584528923035,0.001
168h_6h,B3,2061,22,0.21364251314533458,0.45551007986068726,0.001
168h_6h,B3,2061,23,0.2136464613554041,0.4554179310798645,0.001
168h_6h,B3,2061,24,0.21357344536297992,0.4554072916507721,0.001
168h_6h,B3,2061,25,0.21355631543168047,0.45531895756721497,0.001
168h_6h,B3,2061,26,0.2135168060442809,0.4552574157714844,0.001
168h_6h,B3,2061,27,0.2134921818866608,0.45523080229759216,0.001
168h_6h,B3,2061,28,0.21345826855670447,0.4551665186882019,0.001
168h_6h,B3,2061,29,0.21344214798590344,0.4551422595977783,0.001
168h_6h,B3,2061,30,0.21340446540984878,0.45496973395347595,0.001
