history,1,3,6,12,24
24,0.796334,0.501599,0.458522,0.764723,1.173346
48,1.281470,0.698617,0.342135,0.544809,0.950216
72,1.286748,0.640114,0.434481,0.748061,1.016015
168,1.365541,0.702364,0.633809,0.491939,0.482768
