history,1,3,6,12,24
24,-0.057357,-0.166577,-0.259756,-0.181117,-0.241803
48,0.165315,-0.031838,-0.446606,-0.496587,-0.420012
72,-0.078128,-0.303767,-0.430137,-0.230964,-0.311959
168,-0.127963,-0.078557,-0.211626,-0.177422,-0.115692
