history,1,3,6,12,24
24,2.207230,3.063302,3.010632,2.788348,2.654032
48,1.947581,2.904849,2.932799,2.368129,2.505527
72,1.773458,2.357575,2.353819,2.219174,2.096803
168,1.646604,1.970221,1.822416,1.830941,1.397597
