variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,30,0.12532642483711243,610,0.0852900817990303,0.2920446571999397,0.15619412064552307,21.70818328857422,11.610179901123047,20.92017364501953
st_time,2047,30,0.12648947536945343,610,0.08479981124401093,0.2912040714756765,0.15692515671253204,21.645702362060547,11.664517402648926,21.57332420349121
st_rfft,2048,29,0.12296437472105026,610,0.08440367877483368,0.2905231122902852,0.15272566676139832,21.595083236694336,11.352362632751465,21.394285202026367
st_time,2048,30,0.1254737377166748,610,0.08430430293083191,0.2903520327651107,0.15197163820266724,21.582366943359375,11.29631519317627,21.640766143798828
st_rfft,2049,30,0.12364024668931961,610,0.08830594271421432,0.2971631584066476,0.15305568277835846,22.08864974975586,11.376893043518066,21.58473014831543
st_time,2049,30,0.1284804493188858,610,0.08784785121679306,0.29639138181936575,0.15300796926021576,22.03128433227539,11.373345375061035,21.638778686523438
st_rfft,2050,17,0.11773046106100082,610,0.0832919329404831,0.2886034181025635,0.1468617022037506,21.452390670776367,10.916484832763672,20.40843963623047
st_time,2050,29,0.11732179671525955,610,0.08293160051107407,0.28797847230491735,0.1478751301765442,21.405935287475586,10.991813659667969,20.90688133239746
st_rfft,2051,28,0.12576845288276672,610,0.08634545654058456,0.2938459741779434,0.154526948928833,21.842079162597656,11.486254692077637,21.235607147216797
st_time,2051,30,0.12153200805187225,610,0.0866391584277153,0.29434530474888726,0.15691517293453217,21.879192352294922,11.663776397705078,22.42754364013672
