variant,seed,station_id,station_bias,gate_weight_mean,gate_weight_std
st_station_bias_delta_forecast,2024,1002,-0.0297837033867836,0.03951919078826904,0.01981244422495365
st_station_bias_delta_forecast,2024,1003,-0.008526231162250042,0.03526471182703972,0.019555730745196342
st_station_bias_delta_forecast,2024,1004,-0.1025581955909729,0.03315964713692665,0.01611897721886635
st_station_bias_delta_forecast,2024,1005,-0.027032265439629555,0.040576424449682236,0.01951921358704567
st_station_bias_delta_forecast,2024,1006,-0.10680759698152542,0.03420962020754814,0.016579125076532364
st_station_bias_delta_forecast,2024,1007,-0.08189920336008072,0.037310417741537094,0.0377400740981102
st_station_bias_delta_forecast,2024,1008,0.12536819279193878,0.04525332152843475,0.025344541296362877
st_station_bias_delta_forecast,2024,1009,-0.0442516952753067,0.03428550809621811,0.01969636231660843
st_station_bias_delta_forecast,2024,1010,0.003862678539007902,0.04311865568161011,0.023060215637087822
st_station_bias_delta_forecast,2024,1011,-0.13382337987422943,0.036460164934396744,0.017050620168447495
st_station_bias_delta_forecast,2024,1012,-0.12436536699533463,0.038220878690481186,0.04414859041571617
st_station_bias_delta_forecast,2024,1014,-0.13869008421897888,0.03696901351213455,0.025767900049686432
st_station_bias_delta_forecast,2024,1015,-0.16679438948631287,0.031440455466508865,0.015580686740577221
st_station_bias_delta_forecast,2024,1016,-0.029259366914629936,0.04155939444899559,0.039096273481845856
st_station_bias_delta_forecast,2024,1018,0.057818882167339325,0.04820970445871353,0.023858975619077682
st_station_bias_delta_forecast,2024,1020,-0.10630188882350922,0.031405188143253326,0.01626960188150406
st_station_bias_delta_forecast,2024,1022,-0.16245749592781067,0.03650561347603798,0.03186624124646187
st_station_bias_delta_forecast,2024,1023,-0.03159256651997566,0.03471379354596138,0.023212477564811707
st_station_bias_delta_forecast,2025,1002,-0.05555075779557228,0.04816967993974686,0.0048970552161335945
st_station_bias_delta_forecast,2025,1003,-0.08479073643684387,0.04439503699541092,0.006196498870849609
st_station_bias_delta_forecast,2025,1004,-0.016069555655121803,0.04873684048652649,0.005143345333635807
st_station_bias_delta_forecast,2025,1005,0.0558701753616333,0.054514121264219284,0.004644408356398344
st_station_bias_delta_forecast,2025,1006,-0.0646534189581871,0.04688320681452751,0.004566472955048084
st_station_bias_delta_forecast,2025,1007,-0.05252547562122345,0.04775272682309151,0.0078051271848380566
st_station_bias_delta_forecast,2025,1008,0.07927925884723663,0.05393926799297333,0.009213718585669994
st_station_bias_delta_forecast,2025,1009,-0.049505993723869324,0.046337246894836426,0.005006446503102779
st_station_bias_delta_forecast,2025,1010,0.08046770840883255,0.056184254586696625,0.004234038759022951
st_station_bias_delta_forecast,2025,1011,0.02433963678777218,0.05262495204806328,0.004111394751816988
st_station_bias_delta_forecast,2025,1012,-0.05294767767190933,0.048108261078596115,0.007197737228125334
st_station_bias_delta_forecast,2025,1014,0.03130854666233063,0.05315021798014641,0.005939261522144079
st_station_bias_delta_forecast,2025,1015,-0.0900840237736702,0.04527069255709648,0.004193009342998266
st_station_bias_delta_forecast,2025,1016,0.05606141313910484,0.053339965641498566,0.007520602084696293
st_station_bias_delta_forecast,2025,1018,0.0557839497923851,0.055675338953733444,0.004738508258014917
st_station_bias_delta_forecast,2025,1020,-0.03461168333888054,0.04682626575231552,0.005286806728690863
st_station_bias_delta_forecast,2025,1022,-0.03828205168247223,0.049504783004522324,0.006255540996789932
st_station_bias_delta_forecast,2025,1023,-0.08351453393697739,0.04430713877081871,0.006347857881337404
st_station_bias_delta_forecast,2026,1002,-0.013881213031709194,0.049231261014938354,0.010220156982541084
st_station_bias_delta_forecast,2026,1003,0.03112887591123581,0.04789552837610245,0.00953632965683937
st_station_bias_delta_forecast,2026,1004,0.05541084706783295,0.04963578283786774,0.008559239096939564
st_station_bias_delta_forecast,2026,1005,0.09290298074483871,0.05514272674918175,0.007790629751980305
st_station_bias_delta_forecast,2026,1006,-0.17492274940013885,0.04072956740856171,0.006393158342689276
st_station_bias_delta_forecast,2026,1007,-0.1029423400759697,0.045102741569280624,0.010132627561688423
st_station_bias_delta_forecast,2026,1008,0.08869148045778275,0.0539916455745697,0.010294247418642044
st_station_bias_delta_forecast,2026,1009,-0.1401854306459427,0.04052228108048439,0.006781958509236574
st_station_bias_delta_forecast,2026,1010,0.20723660290241241,0.06368663161993027,0.008364617824554443
st_station_bias_delta_forecast,2026,1011,-0.027205711230635643,0.04918394982814789,0.006998182740062475
st_station_bias_delta_forecast,2026,1012,-0.09381039440631866,0.04522542282938957,0.007331074681133032
st_station_bias_delta_forecast,2026,1014,-0.05796385556459427,0.04658306762576103,0.00788148120045662
st_station_bias_delta_forecast,2026,1015,-0.22744137048721313,0.038283128291368484,0.00559897581115365
st_station_bias_delta_forecast,2026,1016,0.04961814358830452,0.05161205306649208,0.008412318304181099
st_station_bias_delta_forecast,2026,1018,0.17405952513217926,0.06334055960178375,0.009897750802338123
st_station_bias_delta_forecast,2026,1020,-0.08083564043045044,0.04283801093697548,0.006697904784232378
st_station_bias_delta_forecast,2026,1022,-0.13119490444660187,0.04500219225883484,0.008785653859376907
st_station_bias_delta_forecast,2026,1023,-0.017000412568449974,0.04509719833731651,0.00870611984282732
