variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10062259435653687,7,3015,14.699896956406112,8.724040083054879,23.817540612431433,10050
st_time,7001,1,0.10059025883674622,7,3015,14.679429835123205,8.711600762172719,23.817714647619404,10050
st_rfft,7002,1,0.10070950537919998,7,3015,14.917125740964137,8.872595003612005,24.288521491359035,10050
st_time,7002,1,0.10073169320821762,7,3015,14.893781879231348,8.850919640004932,24.261162675218333,10050
st_rfft,7003,1,0.1005387008190155,7,3015,14.80354506494221,8.78177485470748,24.104026748902253,10050
st_time,7003,23,0.11106304824352264,29,3015,14.631861958628658,8.608643454556441,23.761857839818514,10050
st_rfft,7004,2,0.10137411206960678,8,3015,14.916006252838725,8.962149559704226,24.64667809273584,10050
st_time,7004,25,0.12301298975944519,30,3015,14.716445097509414,8.707958181960073,23.906565604014336,10050
st_rfft,7005,1,0.10049963742494583,7,3015,14.905842467075933,8.841200444045944,24.21005624677109,10050
st_time,7005,1,0.10067149996757507,7,3015,14.876422223505859,8.820040622160802,24.19371884669578,10050
