arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,13,1.407841444015503,21,7.174114173998532,False,False,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,25,1.3317097425460815,33,6.238570064000669,True,True,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,13,1.4324487447738647,21,7.207856840002933,False,False,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,12,1.369580626487732,20,3.893714631001785,True,True,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,20,1.4075239896774292,28,9.399024788999668,False,False,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,13,1.3439046144485474,21,4.005857543001184,True,True,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,12,1.4194213151931763,20,6.853649415999826,False,False,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,8,1.361269235610962,16,2.9458393389977573,True,True,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,9,1.422955870628357,17,5.9990095289977035,False,False,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,25,1.3491653203964233,33,6.083049337001285,True,True,676e2864956a7ed458c68019b6b2bd1a62f4de9d24e7e0159ae74fb2e7be8189
