variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,learning_rate_retry,note,infeasible_reason,device_name,batch_size,history,horizon,result_dir,smoke,city,station_id,independent_recomputed
trad_ridge,trad_ridge,deterministic,completed,0,,0.0608365049993153,0.004112481001357,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.30610814690589905,0.5532704102931034,0.3225967586040497,41.12493896484375,23.978822708129883,36.89314270019531,,,,,,,,168,6,experiments/results/baselines/beijing/168h_6h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,2.8842618059970846,0.0101655930011475,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.5349671840667725,0.7314145090622501,0.5003364682197571,54.36650466918945,37.19032669067383,61.93570327758789,,,,,,,,168,6,experiments/results/baselines/beijing/168h_6h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.850000211969018e-06,0.0021795190114062,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.5497267842292786,0.7414356237929755,0.43750298023223877,55.23890686035156,32.595123291015625,42.81005859375,,,,,,,,24,12,experiments/results/baselines/beijing/24h_12h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.8900027498602867e-06,0.0017739739996613,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5300291776657104,1.236943482001385,0.8824692964553833,92.15554809570312,65.74627685546875,77.49833679199219,,,,,,,,24,12,experiments/results/baselines/beijing/24h_12h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0085114680114202,0.0018690430006245,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9838847517967224,0.9919096490087806,0.7514640092849731,73.8998794555664,55.986045837402344,71.68170928955078,,,,,,,,24,12,experiments/results/baselines/beijing/24h_12h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0084098790102871,0.0019116229959763,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.4697190225124359,0.6853605055096449,0.43534085154533386,51.061161041259766,32.43404006958008,45.44076156616211,,,,,,,,24,12,experiments/results/baselines/beijing/24h_12h,False,beijing,,True
trad_ridge,trad_ridge,deterministic,completed,0,,0.0119735369953559,0.001920982991578,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.4676249921321869,0.6838311137497232,0.43513113260269165,50.94721984863281,32.41841506958008,45.38605499267578,,,,,,,,24,12,experiments/results/baselines/beijing/24h_12h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.0733460269984789,0.0028071499982615,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.6543152332305908,0.8088975418621266,0.5057108402252197,60.26499557495117,37.676788330078125,53.25647735595703,,,,,,,,24,12,experiments/results/baselines/beijing/24h_12h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.950000973418355e-06,0.0018850689957616,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.08705999702215195,0.29505931102432936,0.13578179478645325,21.987735748291016,10.118420600891113,15.181366920471191,,,,,,,,24,1,experiments/results/baselines/beijing/24h_1h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.6899942895397544e-06,0.001636648987187,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5131192207336426,1.2300891108914194,0.8775647878646851,91.66588592529297,65.39588165283203,77.234130859375,,,,,,,,24,1,experiments/results/baselines/beijing/24h_1h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0061525359924416,0.0016533989983145,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9818383455276489,0.990877563338503,0.749829888343811,73.83991241455078,55.877113342285156,71.48023986816406,,,,,,,,24,1,experiments/results/baselines/beijing/24h_1h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0073209649999625,0.0017425890109734,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.08758299052715302,0.2959442355024896,0.13489387929439545,22.053680419921875,10.052254676818848,16.66742706298828,,,,,,,,24,1,experiments/results/baselines/beijing/24h_1h,False,beijing,,True
trad_ridge,trad_ridge,deterministic,completed,0,,0.0110280730004888,0.0018667279946384,test,0,0,A,not_applicable,not_applicable,1,1.0,predictions/trad_ridge.npz,0.08740349858999252,0.29564082700126604,0.13490359485149384,22.031068801879883,10.052977561950684,16.652677536010742,,,,,,,,24,1,experiments/results/baselines/beijing/24h_1h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.0657970869942801,0.0021893880038987,test,0,0,A,not_applicable,not_applicable,18,10.0,predictions/trad_spatial_linear.npz,0.08237137645483017,0.2870041401353475,0.15044642984867096,21.387468338012695,11.211224555969238,20.79939079284668,,,,,,,,24,1,experiments/results/baselines/beijing/24h_1h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.349996404722333e-06,0.0019555619946913,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.9005950093269348,0.9489968436864976,0.6077926754951477,70.6818618774414,45.26876449584961,56.63493728637695,,,,,,,,24,24,experiments/results/baselines/beijing/24h_24h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.8199934856966136e-06,0.0017874640034278,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5623300075531006,1.2499320011717039,0.890012264251709,93.09569549560547,66.28865814208984,77.84979248046875,,,,,,,,24,24,experiments/results/baselines/beijing/24h_24h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0096028130064951,0.0018992130062542,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9850364923477173,0.9924900464728688,0.7523180246353149,73.92125701904297,56.03309631347656,71.84814453125,,,,,,,,24,24,experiments/results/baselines/beijing/24h_24h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0085592380055459,0.0019115729955956,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.6616194248199463,0.8133999169043148,0.556810736656189,60.58251953125,41.47159957885742,55.07723617553711,,,,,,,,24,24,experiments/results/baselines/beijing/24h_24h,False,beijing,,True
trad_ridge,trad_ridge,deterministic,completed,0,,0.0123564130044542,0.0019189519953215,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.66038578748703,0.8126412415617547,0.5567246675491333,60.5260124206543,41.465187072753906,55.05506896972656,,,,,,,,24,24,experiments/results/baselines/beijing/24h_24h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.0745834499975899,0.0027568310033529,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,1.1091307401657104,1.0531527620272902,0.6711603403091431,78.439453125,49.988433837890625,64.46196746826172,,,,,,,,24,24,experiments/results/baselines/beijing/24h_24h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.540000761859119e-06,0.001874902009149,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.18912969529628754,0.43489044056668746,0.21921978890895844,32.40791320800781,16.33619499206543,23.0255069732666,,,,,,,,24,3,experiments/results/baselines/beijing/24h_3h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.5800032997503877e-06,0.0017106860032072,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5136542320251465,1.2303065601813015,0.8777854442596436,91.68209075927734,65.41232299804688,77.26240539550781,,,,,,,,24,3,experiments/results/baselines/beijing/24h_3h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0068035139993298,0.0017400560027454,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9820995330810547,0.9910093506526841,0.7498868703842163,73.8497314453125,55.88135528564453,71.4947509765625,,,,,,,,24,3,experiments/results/baselines/beijing/24h_3h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0075463599932845,0.0018391430057818,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.18608056008815765,0.4313705600619468,0.22197730839252472,32.14561080932617,16.541685104370117,25.561904907226562,,,,,,,,24,3,experiments/results/baselines/beijing/24h_3h,False,beijing,,True
trad_ridge,trad_ridge,deterministic,completed,0,,0.011301316000754,0.001830573004554,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.1838701069355011,0.42880077767595187,0.22190168499946594,31.954111099243164,16.53605079650879,25.465620040893555,,,,,,,,24,3,experiments/results/baselines/beijing/24h_3h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.0748950770066585,0.0034871600073529,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.17378368973731995,0.4168737095779967,0.23249493539333344,31.065311431884766,17.325456619262695,28.48410987854004,,,,,,,,24,3,experiments/results/baselines/beijing/24h_3h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.520006430335343e-06,0.0019098420016234,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.3220413327217102,0.5674868568713378,0.3088182806968689,42.285667419433594,23.01125717163086,31.51802635192871,,,,,,,,24,6,experiments/results/baselines/beijing/24h_6h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.8300052033737304e-06,0.0017448849976062,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5219453573226929,1.2336714948975245,0.8799867630004883,91.92569732666016,65.5712661743164,77.3640365600586,,,,,,,,24,6,experiments/results/baselines/beijing/24h_6h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0073740240040933,0.0017707450024317,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9826701879501343,0.991297224827213,0.7504114508628845,73.86544036865234,55.91609573364258,71.5697021484375,,,,,,,,24,6,experiments/results/baselines/beijing/24h_6h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0078973049967316,0.0018616539891809,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.3017922043800354,0.5493561726057471,0.3153999149799347,40.9346809387207,23.501684188842773,34.88465118408203,,,,,,,,24,6,experiments/results/baselines/beijing/24h_6h,False,beijing,,True
