lag_hours,baseline_rmse_ugm3_mean,augmented_rmse_ugm3_mean,rmse_improvement_percent_mean,positive_station_count
0,16.911835831676576,16.74259685403537,1.018664750019407,18
1,16.911835831676576,16.898593446740826,0.06911251308623838,7
2,16.911835831676576,16.929181166783717,-0.10406403094483448,4
3,16.911835831676576,16.938856276612235,-0.16317387031366537,3
6,16.911835831676576,16.9322345021284,-0.11900744855714611,1
12,16.911835831676576,16.915946530764845,-0.02354501014522454,7
