arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,9,0.9996519088745117,17,3.547411543997441,False,False,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,40,0.9265152215957642,40,5.37312706299781,True,True,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,19,0.9964746236801147,27,5.504772423999384,False,False,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,38,0.925037682056427,40,5.35306891199798,True,True,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,12,0.998185932636261,20,4.1762756159987475,False,False,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,40,0.9226908087730408,40,5.497944196999015,True,True,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,11,1.0051698684692383,19,3.96324268600074,False,False,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,40,0.926118791103363,40,5.56629989999783,True,True,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,22,0.988372802734375,30,6.318130333998852,False,False,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,39,0.913956344127655,40,5.469647366997378,True,True,4384e9bbafe774715829d797095c0de5d0c19a0d597f713ce465c1e17dbb600b
