epoch,train_loss,valid_loss
1,0.05948839825991343,0.07898755371570587
2,0.05932391630357069,0.07847408950328827
3,0.05919865302785614,0.0782650038599968
4,0.05912937900390694,0.07760319858789444
5,0.05905550478772064,0.07783348858356476
6,0.059027904506226574,0.07763487845659256
7,0.05901841129091208,0.07792523503303528
8,0.05895500380318076,0.07780397683382034
9,0.05887163615369781,0.07749050110578537
10,0.058874947735935663,0.07761360704898834
11,0.058851349053023916,0.07767649739980698
12,0.058779560524252664,0.07705871015787125
13,0.05877027789928034,0.07723630964756012
14,0.05880085974784763,0.07762997597455978
15,0.05879018720751292,0.07741767913103104
16,0.058791403344573355,0.07746011018753052
17,0.05872343967495429,0.07741313427686691
18,0.05871296365899055,0.07734593749046326
