variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10105874389410019,7,3015,11.273134038304931,7.83311399422792,25.0044450501899,10194
st_time,7001,1,0.10124370455741882,7,3015,11.248229838407262,7.818926409503772,24.99445876316058,10194
st_rfft,7002,1,0.1005578488111496,7,3015,11.250339496724019,7.807182877630212,24.953548800928512,10194
st_time,7002,30,0.13077877461910248,30,3015,11.103985383767878,7.673292782345495,24.668113156347353,10194
st_rfft,7003,1,0.10066627711057663,7,3015,11.286562221270877,7.821563842321392,24.983615228957756,10194
st_time,7003,5,0.10379644483327866,11,3015,11.212651807432396,7.753471433449802,24.765705920202823,10194
st_rfft,7004,1,0.1013624370098114,7,3015,11.227910509277415,7.799037821086594,24.94155627325526,10194
st_time,7004,5,0.10432645678520203,11,3015,11.148952800409761,7.724057839902354,24.724121773762327,10194
st_rfft,7005,1,0.10073020309209824,7,3015,11.254398094280418,7.82317577906162,25.027201970744034,10194
st_time,7005,8,0.10953836888074875,14,3015,11.138356665716719,7.717417722218921,24.71315421476326,10194
