variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10432255268096924,8,11673,18.210092400258304,12.34289512317318,32.480333115692424,40920
st_time,7001,1,0.10180921107530594,7,11673,18.22151770556409,12.339621226505567,32.503810576526945,40920
st_rfft,7002,1,0.10186661034822464,7,11673,18.285349816763357,12.372084657700764,32.54794360400059,40920
st_time,7002,1,0.10183624178171158,7,11673,18.186615277398563,12.261969006119818,32.23918983998546,40920
st_rfft,7003,1,0.10187403857707977,7,11673,18.23776606127885,12.303608634068702,32.431893055178506,40920
st_time,7003,19,0.13697461783885956,25,11673,18.015255306855373,12.05843171472074,31.503708539981464,40920
st_rfft,7004,1,0.10183706879615784,7,11673,18.197764935581915,12.256019747222274,32.145905356670646,40920
st_time,7004,1,0.10180432349443436,7,11673,18.095741375604003,12.165155386435321,31.87794808127687,40920
st_rfft,7005,2,0.10427150875329971,8,11673,18.152369914007554,12.310054205076902,32.413129554368965,40920
st_time,7005,1,0.10185471922159195,7,11673,18.144573337784223,12.297362394463399,32.38027475998086,40920
