variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,11,0.10497594624757767,610,0.07945479452610016,0.2818772685515811,0.1426113098859787,20.982789993286133,10.6159086227417,18.4891300201416
st_time,2047,28,0.11568804830312729,610,0.0793459489941597,0.2816841298230337,0.1419799029827118,20.968412399291992,10.5689058303833,18.557300567626953
st_rfft,2048,8,0.10582169890403748,610,0.07926548272371292,0.281541262914893,0.14197029173374176,20.95777702331543,10.568190574645996,17.72588348388672
st_time,2048,9,0.10718654841184616,610,0.07915613800287247,0.28134700638690374,0.14177903532981873,20.943315505981445,10.553954124450684,18.009206771850586
st_rfft,2049,26,0.12194845825433731,610,0.0813312754034996,0.28518638712866295,0.14428497850894928,21.22911834716797,10.740494728088379,17.75204849243164
st_time,2049,30,0.12259338051080704,610,0.08108151704072952,0.28474816424470506,0.14466172456741333,21.19649887084961,10.768539428710938,17.936620712280273
st_rfft,2050,9,0.10674382746219635,610,0.0828167200088501,0.28777894295596074,0.1423434615135193,21.42210578918457,10.595969200134277,17.685155868530273
st_time,2050,2,0.1005440205335617,610,0.08265568315982819,0.2874990141893154,0.1429094523191452,21.401269912719727,10.638099670410156,17.912151336669922
st_rfft,2051,30,0.12094251811504364,610,0.08065821975469589,0.28400390799194275,0.13940761983394623,21.141096115112305,10.377427101135254,17.279712677001953
st_time,2051,30,0.11916947364807129,610,0.08079579472541809,0.28424601092261276,0.1407078206539154,21.15911865234375,10.474213600158691,17.858848571777344
