arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,15,0.12840139865875244,23,7.503074156000366,False,False,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,40,0.12092727422714233,40,7.149640848998388,True,True,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,9,0.127990260720253,17,5.5113119179986825,False,False,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,29,0.1205168291926384,37,6.607778880999831,True,True,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,8,0.12864957749843597,16,5.224352524001006,False,False,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,16,0.12309693545103073,24,4.195997903996613,True,True,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,5,0.12959474325180054,13,4.267142600998341,False,False,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,11,0.12412246316671371,19,3.5234558709998964,True,True,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,16,0.12893062829971313,24,7.792227392001223,False,False,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,25,0.12187867611646652,33,6.012999397000385,True,True,331718c64b122ecb3f6204086b09fea9eb1ba758f02c01ed73810e226e8f2aa1
