epoch,train_loss,valid_loss
1,0.10286927716960215,0.11854875832796097
2,0.10267118722593824,0.11837096512317657
3,0.10255706730750527,0.11857268959283829
4,0.10249627652538099,0.11878582835197449
5,0.1024110009125357,0.11866005510091782
6,0.10235786555033706,0.11843933910131454
7,0.10231289247868477,0.11832556873559952
8,0.10227904524346783,0.11820816993713379
9,0.1022481709374453,0.11795410513877869
10,0.10222285030403547,0.11788814514875412
11,0.1021622882227693,0.11779975146055222
12,0.10215595974878904,0.11783034354448318
13,0.10213976412913194,0.11749479919672012
14,0.10212512175143748,0.11738219857215881
15,0.1020529024081655,0.11742132902145386
16,0.10204833238923511,0.11753106117248535
17,0.10206413636900018,0.11724066734313965
18,0.10197678118845811,0.11690317839384079
19,0.10194912642338881,0.11706036329269409
20,0.10190141886079272,0.11685262620449066
21,0.10189602385358056,0.11659954488277435
22,0.10188504298626393,0.1165844202041626
23,0.10186808613365633,0.11654478311538696
24,0.10179807140980617,0.1163732260465622
25,0.10179149552737132,0.11614208668470383
26,0.10180213941697634,0.11632885783910751
27,0.1017737638832319,0.11632455885410309
28,0.10178368227316602,0.1160581037402153
29,0.10172568017696783,0.11568522453308105
30,0.10170651363460931,0.11584129184484482
