arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,24,0.9806496500968933,30,13.330317394000303,False,False,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,30,0.9430726170539856,30,6.247606631000963,True,True,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,9,0.9728626012802124,15,6.801860048999515,False,False,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,29,0.9261603355407715,30,6.271017547001975,True,True,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,22,0.9689363837242126,28,12.337100799999462,False,False,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,29,0.9243552088737488,30,6.4861101919996145,True,True,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,19,0.982308566570282,25,10.983240764002403,False,False,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,29,0.9397200345993042,30,6.3239206510006625,True,True,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,10,0.981610119342804,16,7.212265076999756,False,False,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,30,0.9345453977584839,30,6.306793988998834,True,True,ea3258c590e66743bfb539982cd4fe62a90714778c9f2cfae3e33fd2922ccb0c
