schema_version,condition,task,seed,arm,training_rng_seed,best_epoch,best_valid_loss,training_seconds,parameter_count,backbone_parameter_count,parameter_increment,initial_backbone_hash,prior_mode,tau,tau_applied,prior_only_rmse_raw,prior_only_mae_raw,prior_only_per_step_rmse_raw,mse_scaled,rmse_scaled,mae_scaled,rmse_raw,mae_raw,smape_percent,per_step_rmse_raw,prediction_artifact
ccsprf-l0-v2,calendar_off,168h_6h,20260957,CCSPRF,21260960,6,1.0427167415618896,10.756301173001702,25675,25675,0,ea89355bbd1c7f64eaba78185fbf5e7385cf4f034ece5f4b3e86ac0b90c938fd,calendar,50.0,True,0.9972437620162964,0.7897263169288635,"[0.9961792826652527, 0.9961854219436646, 0.995890736579895, 0.9971051812171936, 0.9990453720092773, 0.9990481734275818]",0.9723166227340698,0.986061155796051,0.780738115310669,0.9763558506965637,0.7730537056922913,7.786875247955322,"[0.8226397037506104, 0.9455993175506592, 0.9967103004455566, 1.0166133642196655, 1.0328900814056396, 1.0270992517471313]",predictions/calendar_off/168h_6h/seed20260957/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260957,EMB,21260960,36,1.0577329397201538,31.296205736001866,25799,25675,124,ea89355bbd1c7f64eaba78185fbf5e7385cf4f034ece5f4b3e86ac0b90c938fd,embedding_bias,,False,0.9991058707237244,0.788166880607605,"[0.9978144764900208, 0.9978156685829163, 0.9975507855415344, 0.9989907741546631, 1.0012152194976807, 1.0012425184249878]",1.0214859247207642,1.010685920715332,0.8025088906288147,1.0007381439208984,0.7946102023124695,8.006485939025879,"[0.8405673503875732, 0.9731549024581909, 1.022271990776062, 1.0445119142532349, 1.052205204963684, 1.0545598268508911]",predictions/calendar_off/168h_6h/seed20260957/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260958,BASE,21260961,20,1.038673996925354,21.60882402000061,25675,25675,0,406c2d4b512aa3902ee21e9ddddb06e8349ddfc2801506c9ab6f3c8f493693a9,none,,False,1.0005635023117065,0.799396812915802,"[1.0014970302581787, 1.0002361536026, 0.9997337460517883, 1.000080943107605, 1.0009413957595825, 1.0008901357650757]",0.9863460659980774,0.9931495785713196,0.7898381948471069,0.9865859746932983,0.7846183180809021,7.896783351898193,"[0.8220460414886475, 0.9699394106864929, 1.0150840282440186, 1.0312418937683105, 1.0323323011398315, 1.031505823135376]",predictions/calendar_off/168h_6h/seed20260958/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260958,CCSPRF-global,21260961,20,1.038681149482727,21.63039972200204,25675,25675,0,406c2d4b512aa3902ee21e9ddddb06e8349ddfc2801506c9ab6f3c8f493693a9,global,,False,1.0005635023117065,0.799396812915802,"[1.0014970302581787, 1.0002361536026, 0.9997337460517883, 1.000080943107605, 1.0009413957595825, 1.0008901357650757]",0.9863613843917847,0.9931572675704956,0.7898439168930054,0.9865936636924744,0.784623920917511,7.896839141845703,"[0.822048544883728, 0.9699488282203674, 1.015090823173523, 1.0312509536743164, 1.0323402881622314, 1.0315138101577759]",predictions/calendar_off/168h_6h/seed20260958/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260958,CCSPRF,21260961,20,1.0432544946670532,21.424366447001375,25675,25675,0,406c2d4b512aa3902ee21e9ddddb06e8349ddfc2801506c9ab6f3c8f493693a9,calendar,50.0,True,1.0076673030853271,0.8055351972579956,"[1.0084091424942017, 1.0073124170303345, 1.0069212913513184, 1.0072802305221558, 1.008053183555603, 1.0080260038375854]",1.0005234479904175,1.000261664390564,0.7962116599082947,0.9936510324478149,0.7909495830535889,7.960992336273193,"[0.8286288380622864, 0.9770137071609497, 1.0223041772842407, 1.0384289026260376, 1.0395188331604004, 1.0386686325073242]",predictions/calendar_off/168h_6h/seed20260958/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260958,EMB,21260961,14,1.0735431909561157,17.226116016998276,25799,25675,124,406c2d4b512aa3902ee21e9ddddb06e8349ddfc2801506c9ab6f3c8f493693a9,embedding_bias,,False,1.0190647840499878,0.813701868057251,"[1.0201973915100098, 1.0188241004943848, 1.018186330795288, 1.0184775590896606, 1.0193642377853394, 1.01933753490448]",1.0284814834594727,1.0141407251358032,0.8107424378395081,1.0074384212493896,0.8053842782974243,8.104748725891113,"[0.8457527160644531, 0.9901914596557617, 1.0333280563354492, 1.0526739358901978, 1.051906704902649, 1.0542387962341309]",predictions/calendar_off/168h_6h/seed20260958/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260959,BASE,21260962,4,1.0074855089187622,9.231120558000839,25675,25675,0,7c1e108c20024953ba2bb38f0bb8a7fb608a8ed6719cd1bb9b02766d50ad731b,none,,False,1.0373361110687256,0.8302273750305176,"[1.0374470949172974, 1.0372272729873657, 1.03740656375885, 1.037227988243103, 1.0372802019119263, 1.0374269485473633]",1.0979945659637451,1.0478523969650269,0.8331758975982666,1.0245076417922974,0.814613938331604,8.148913383483887,"[0.8389027714729309, 0.991838812828064, 1.0621845722198486, 1.0736737251281738, 1.0764884948730469, 1.0818310976028442]",predictions/calendar_off/168h_6h/seed20260959/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260959,CCSPRF-global,21260962,4,1.007493257522583,9.232683951999206,25675,25675,0,7c1e108c20024953ba2bb38f0bb8a7fb608a8ed6719cd1bb9b02766d50ad731b,global,,False,1.0373361110687256,0.8302273750305176,"[1.0374470949172974, 1.0372272729873657, 1.03740656375885, 1.037227988243103, 1.0372802019119263, 1.0374269485473633]",1.0980031490325928,1.0478564500808716,0.8331785798072815,1.0245115756988525,0.8146165609359741,8.148941040039062,"[0.838894784450531, 0.9918373823165894, 1.0621916055679321, 1.073684811592102, 1.0764954090118408, 1.081835389137268]",predictions/calendar_off/168h_6h/seed20260959/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260959,CCSPRF,21260962,4,1.0220333337783813,9.249981785000273,25675,25675,0,7c1e108c20024953ba2bb38f0bb8a7fb608a8ed6719cd1bb9b02766d50ad731b,calendar,50.0,True,1.0408629179000854,0.8343320488929749,"[1.0410943031311035, 1.0407882928848267, 1.0408737659454346, 1.040695071220398, 1.0407898426055908, 1.0409342050552368]",1.104642391204834,1.0510196685791016,0.837015688419342,1.0276044607162476,0.8183680772781372,8.186030387878418,"[0.8435778617858887, 0.9956810474395752, 1.0650349855422974, 1.0767449140548706, 1.0786058902740479, 1.0843216180801392]",predictions/calendar_off/168h_6h/seed20260959/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260959,EMB,21260962,18,1.065580129623413,20.548270733001118,25799,25675,124,7c1e108c20024953ba2bb38f0bb8a7fb608a8ed6719cd1bb9b02766d50ad731b,embedding_bias,,False,1.0555254220962524,0.8459001779556274,"[1.0553786754608154, 1.0555075407028198, 1.0554882287979126, 1.0554202795028687, 1.055558204650879, 1.055797815322876]",1.154934048652649,1.0746785402297974,0.856216549873352,1.0507363080978394,0.8371411561965942,8.369997024536133,"[0.8560279011726379, 1.0195918083190918, 1.0786535739898682, 1.107752799987793, 1.107252597808838, 1.111445665359497]",predictions/calendar_off/168h_6h/seed20260959/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260960,BASE,21260963,9,1.0167936086654663,13.236912739001127,25675,25675,0,96bac6a7b0bec881146e9e0bdb96e9b808f4c4865081a5069e6c8cf3345a85d8,none,,False,0.9852339625358582,0.7811104655265808,"[0.9850084185600281, 0.9849418997764587, 0.9855978488922119, 0.9856926202774048, 0.9853604435920715, 0.9847992062568665]",0.8870583772659302,0.9418377876281738,0.7468467354774475,0.9648301005363464,0.7650788426399231,7.620566368103027,"[0.8074432611465454, 0.9426676034927368, 0.9875916838645935, 1.004343032836914, 1.0128002166748047, 1.0173441171646118]",predictions/calendar_off/168h_6h/seed20260960/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260960,CCSPRF-global,21260963,9,1.0168040990829468,13.268592188000184,25675,25675,0,96bac6a7b0bec881146e9e0bdb96e9b808f4c4865081a5069e6c8cf3345a85d8,global,,False,0.9852339625358582,0.7811104655265808,"[0.9850084185600281, 0.9849418997764587, 0.9855978488922119, 0.9856926202774048, 0.9853604435920715, 0.9847992062568665]",0.8870633244514465,0.941840410232544,0.746849000453949,0.9648327231407166,0.7650812268257141,7.6205902099609375,"[0.8074367642402649, 0.9426665902137756, 0.9875957369804382, 1.0043481588363647, 1.0128036737442017, 1.017351508140564]",predictions/calendar_off/168h_6h/seed20260960/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260960,CCSPRF,21260963,9,1.008061170578003,13.03022818199679,25675,25675,0,96bac6a7b0bec881146e9e0bdb96e9b808f4c4865081a5069e6c8cf3345a85d8,calendar,50.0,True,0.9816370606422424,0.7775475382804871,"[0.9814468622207642, 0.981379508972168, 0.9820118546485901, 0.9821096658706665, 0.9817830324172974, 0.9810925722122192]",0.8837100863456726,0.9400585293769836,0.7437254786491394,0.963007390499115,0.7618814706802368,7.588140487670898,"[0.806757390499115, 0.9411476254463196, 0.9856482148170471, 1.0021817684173584, 1.0102804899215698, 1.0154531002044678]",predictions/calendar_off/168h_6h/seed20260960/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260960,EMB,21260963,23,1.0171936750411987,24.245608871002332,25799,25675,124,96bac6a7b0bec881146e9e0bdb96e9b808f4c4865081a5069e6c8cf3345a85d8,embedding_bias,,False,0.992453932762146,0.7909090518951416,"[0.9924219250679016, 0.9924055933952332, 0.9928880333900452, 0.9929273128509521, 0.9924617409706116, 0.9916191697120667]",0.9122524261474609,0.9551190733909607,0.7563867568969727,0.9784356355667114,0.7748517990112305,7.714330196380615,"[0.8239967226982117, 0.960086464881897, 1.005599856376648, 1.0211715698242188, 1.0222713947296143, 1.021870493888855]",predictions/calendar_off/168h_6h/seed20260960/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260961,BASE,21260964,7,0.9367466568946838,11.516224233997491,25675,25675,0,7d66a87fd6a42079985b4c02722a564a59bfee49acab909f971238d7dcbe55d6,none,,False,0.9611706137657166,0.7656281590461731,"[0.9622194766998291, 0.9611032009124756, 0.9609048962593079, 0.9606978893280029, 0.9608255624771118, 0.9612705111503601]",0.9117984175682068,0.9548813700675964,0.7641181349754333,0.9643184542655945,0.7716699242591858,7.731345176696777,"[0.820961058139801, 0.9401642680168152, 0.9872901439666748, 1.0019975900650024, 1.0082780122756958, 1.013020634651184]",predictions/calendar_off/168h_6h/seed20260961/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260961,CCSPRF-global,21260964,7,0.9367497563362122,11.512371201999485,25675,25675,0,7d66a87fd6a42079985b4c02722a564a59bfee49acab909f971238d7dcbe55d6,global,,False,0.9611706137657166,0.7656281590461731,"[0.9622194766998291, 0.9611032009124756, 0.9609048962593079, 0.9606978893280029, 0.9608255624771118, 0.9612705111503601]",0.911811113357544,0.9548879861831665,0.764123260974884,0.9643252491950989,0.771675169467926,7.731396675109863,"[0.8209604620933533, 0.940170407295227, 0.9872980117797852, 1.0020051002502441, 1.0082865953445435, 1.0130293369293213]",predictions/calendar_off/168h_6h/seed20260961/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260961,CCSPRF,21260964,11,0.9368857145309448,14.582844110002043,25675,25675,0,7d66a87fd6a42079985b4c02722a564a59bfee49acab909f971238d7dcbe55d6,calendar,50.0,True,0.9649909734725952,0.7700120806694031,"[0.9659924507141113, 0.9649065732955933, 0.9647207260131836, 0.9645587205886841, 0.964676558971405, 0.9650887250900269]",0.9177416563034058,0.9579883217811584,0.7657322287559509,0.9674562215805054,0.7732999920845032,7.746728420257568,"[0.8275562524795532, 0.9453632831573486, 0.989065945148468, 1.0038172006607056, 1.0110191106796265, 1.0144997835159302]",predictions/calendar_off/168h_6h/seed20260961/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260961,EMB,21260964,16,0.9842517971992493,19.002080990998365,25799,25675,124,7d66a87fd6a42079985b4c02722a564a59bfee49acab909f971238d7dcbe55d6,embedding_bias,,False,0.9784661531448364,0.7781205773353577,"[0.9795588254928589, 0.9784381985664368, 0.9782342910766602, 0.977972686290741, 0.9781175851821899, 0.978475034236908]",0.9512616991996765,0.9753264784812927,0.7773534655570984,0.9849656820297241,0.7850359678268433,7.864226341247559,"[0.8493744134902954, 0.9636443257331848, 1.003609538078308, 1.023743748664856, 1.0252892971038818, 1.031695008277893]",predictions/calendar_off/168h_6h/seed20260961/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260962,BASE,21260965,8,0.9669387340545654,12.466550874996756,25675,25675,0,164a86118848c53700221b75c7c13788f035378403672e68326b23d1d0edabb0,none,,False,1.009616494178772,0.809062123298645,"[1.0083218812942505, 1.0084694623947144, 1.0088099241256714, 1.0098516941070557, 1.0104163885116577, 1.0118229389190674]",0.9698774814605713,0.9848235845565796,0.787270188331604,0.9792991280555725,0.782853901386261,7.854299068450928,"[0.8350775241851807, 0.9567152857780457, 1.006000280380249, 1.0154273509979248, 1.0243829488754272, 1.024213194847107]",predictions/calendar_off/168h_6h/seed20260962/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260962,CCSPRF-global,21260965,8,0.9669516682624817,12.298758641998575,25675,25675,0,164a86118848c53700221b75c7c13788f035378403672e68326b23d1d0edabb0,global,,False,1.009616494178772,0.809062123298645,"[1.0083218812942505, 1.0084694623947144, 1.0088099241256714, 1.0098516941070557, 1.0104163885116577, 1.0118229389190674]",0.9698840975761414,0.984826922416687,0.7872726917266846,0.9793024659156799,0.7828564047813416,7.854322910308838,"[0.8350785374641418, 0.9567173719406128, 1.0060045719146729, 1.015429973602295, 1.0243862867355347, 1.0242198705673218]",predictions/calendar_off/168h_6h/seed20260962/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260962,CCSPRF,21260965,8,0.9677777290344238,12.483583118999377,25675,25675,0,164a86118848c53700221b75c7c13788f035378403672e68326b23d1d0edabb0,calendar,50.0,True,1.0109783411026,0.8103758692741394,"[1.0095282793045044, 1.0098650455474854, 1.010251522064209, 1.0112535953521729, 1.0117958784103394, 1.0131707191467285]",0.9694490432739258,0.9846060276031494,0.7881729602813721,0.9790827631950378,0.7837515473365784,7.862912178039551,"[0.8348107933998108, 0.9564249515533447, 1.0060687065124512, 1.014798641204834, 1.0241518020629883, 1.0242482423782349]",predictions/calendar_off/168h_6h/seed20260962/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260962,EMB,21260965,17,1.0832279920578003,19.60340177499893,25799,25675,124,164a86118848c53700221b75c7c13788f035378403672e68326b23d1d0edabb0,embedding_bias,,False,1.0399707555770874,0.838272750377655,"[1.0388169288635254, 1.038975715637207, 1.039095401763916, 1.0401116609573364, 1.0407376289367676, 1.0420833826065063]",1.0314342975616455,1.015595555305481,0.8157757520675659,1.0098984241485596,0.8111996054649353,8.143787384033203,"[0.8653885126113892, 0.9861418008804321, 1.034399151802063, 1.0436843633651733, 1.05617356300354, 1.059827208518982]",predictions/calendar_off/168h_6h/seed20260962/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260963,BASE,21260966,10,0.9352284669876099,13.993792649998795,25675,25675,0,807414cc9f8c393b368d28a956b33eae384fe1aaf64b5a2aa9860e019e57dc36,none,,False,0.990568995475769,0.7877815365791321,"[0.9903620481491089, 0.9904355406761169, 0.9906603693962097, 0.9907646775245667, 0.9905356764793396, 0.9906548857688904]",0.9213628172874451,0.9598764777183533,0.7632890343666077,0.9664115309715271,0.7684856057167053,7.68510103225708,"[0.7950384616851807, 0.9437801837921143, 0.995451807975769, 1.0113441944122314, 1.016321063041687, 1.016980528831482]",predictions/calendar_off/168h_6h/seed20260963/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260963,CCSPRF-global,21260966,10,0.9352328181266785,13.780277611000201,25675,25675,0,807414cc9f8c393b368d28a956b33eae384fe1aaf64b5a2aa9860e019e57dc36,global,,False,0.990568995475769,0.7877815365791321,"[0.9903620481491089, 0.9904355406761169, 0.9906603693962097, 0.9907646775245667, 0.9905356764793396, 0.9906548857688904]",0.9213694334030151,0.9598799347877502,0.7632921934127808,0.9664151072502136,0.7684889435768127,7.68513298034668,"[0.7950358986854553, 0.9437834620475769, 0.9954560399055481, 1.0113497972488403, 1.0163261890411377, 1.0169850587844849]",predictions/calendar_off/168h_6h/seed20260963/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260963,CCSPRF,21260966,10,0.9429311156272888,13.997955827999249,25675,25675,0,807414cc9f8c393b368d28a956b33eae384fe1aaf64b5a2aa9860e019e57dc36,calendar,50.0,True,0.9911285638809204,0.7881643772125244,"[0.9909364581108093, 0.9910503625869751, 0.9912106990814209, 0.9913339614868164, 0.9910812973976135, 0.9911556839942932]",0.9242590665817261,0.9613839387893677,0.7640088796615601,0.9679293036460876,0.7692105174064636,7.692094802856445,"[0.7973334789276123, 0.9456322193145752, 0.9970248937606812, 1.0127944946289062, 1.0173722505569458, 1.0180878639221191]",predictions/calendar_off/168h_6h/seed20260963/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260963,EMB,21260966,26,0.9688150882720947,26.582936984999833,25799,25675,124,807414cc9f8c393b368d28a956b33eae384fe1aaf64b5a2aa9860e019e57dc36,embedding_bias,,False,1.0487059354782104,0.8372620940208435,"[1.0487565994262695, 1.0487421751022339, 1.048505425453186, 1.0484765768051147, 1.0486676692962646, 1.0490857362747192]",0.9551504254341125,0.9773179888725281,0.7767707705497742,0.9839718341827393,0.7820592522621155,7.821969032287598,"[0.809140682220459, 0.9593262076377869, 1.0115375518798828, 1.0299608707427979, 1.0361803770065308, 1.037541389465332]",predictions/calendar_off/168h_6h/seed20260963/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260964,BASE,21260967,12,1.0905570983886719,15.525674763001007,25675,25675,0,9ca41f6f438f574c229f0c05c42614a7e25bb9d70212f4c9422605dab38920bf,none,,False,0.9999333024024963,0.7994179129600525,"[1.0001717805862427, 1.0002644062042236, 1.0000001192092896, 0.9999182820320129, 0.9996833801269531, 0.9995626211166382]",0.9709367752075195,0.9853612184524536,0.7819021344184875,0.9741342663764954,0.772993266582489,7.736208915710449,"[0.8159568309783936, 0.9545888900756836, 0.9947226047515869, 1.0178818702697754, 1.0195318460464478, 1.0254746675491333]",predictions/calendar_off/168h_6h/seed20260964/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260964,CCSPRF-global,21260967,12,1.0905605554580688,15.536512406000838,25675,25675,0,9ca41f6f438f574c229f0c05c42614a7e25bb9d70212f4c9422605dab38920bf,global,,False,0.9999333024024963,0.7994179129600525,"[1.0001717805862427, 1.0002644062042236, 1.0000001192092896, 0.9999182820320129, 0.9996833801269531, 0.9995626211166382]",0.9709473848342896,0.9853666424751282,0.7819064855575562,0.9741396307945251,0.7729976177215576,7.736252784729004,"[0.8159555792808533, 0.9545936584472656, 0.9947288036346436, 1.0178874731063843, 1.0195391178131104, 1.0254822969436646]",predictions/calendar_off/168h_6h/seed20260964/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260964,CCSPRF,21260967,12,1.0963305234909058,15.307582949000789,25675,25675,0,9ca41f6f438f574c229f0c05c42614a7e25bb9d70212f4c9422605dab38920bf,calendar,50.0,True,1.0001120567321777,0.7997435927391052,"[1.0003080368041992, 1.0004302263259888, 1.0001767873764038, 1.0000998973846436, 0.9998888969421387, 0.9997690320014954]",0.9696250557899475,0.9846954345703125,0.7815846800804138,0.973475992679596,0.7726794481277466,7.732626914978027,"[0.8159463405609131, 0.9541870355606079, 0.9938561916351318, 1.017051100730896, 1.0186426639556885, 1.0246528387069702]",predictions/calendar_off/168h_6h/seed20260964/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260964,EMB,21260967,38,1.1200799942016602,31.301165569002478,25799,25675,124,9ca41f6f438f574c229f0c05c42614a7e25bb9d70212f4c9422605dab38920bf,embedding_bias,,False,1.0130494832992554,0.8062444925308228,"[1.012993335723877, 1.0132824182510376, 1.0131100416183472, 1.0130314826965332, 1.012955665588379, 1.0129244327545166]",1.02162504196167,1.0107547044754028,0.8023584485054016,0.9992383718490601,0.7932165861129761,7.938080787658691,"[0.8407034277915955, 0.9786820411682129, 1.0229676961898804, 1.039872646331787, 1.0456373691558838, 1.0512416362762451]",predictions/calendar_off/168h_6h/seed20260964/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260965,BASE,21260968,8,0.9611837267875671,12.290284186001372,25675,25675,0,b0546fdfa75eabd6d00e0843ac77fa519746d6fc528e462345f8aa91dc6dc81a,none,,False,1.0098896026611328,0.8057374358177185,"[1.0093001127243042, 1.0097270011901855, 1.009763240814209, 1.0101209878921509, 1.0102026462554932, 1.0102237462997437]",0.9702566862106323,0.9850161075592041,0.7798089385032654,0.9816855788230896,0.777172327041626,7.769914150238037,"[0.816254734992981, 0.961327850818634, 1.009498953819275, 1.0234315395355225, 1.0296460390090942, 1.0320595502853394]",predictions/calendar_off/168h_6h/seed20260965/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260965,CCSPRF-global,21260968,8,0.9611953496932983,12.276362496999354,25675,25675,0,b0546fdfa75eabd6d00e0843ac77fa519746d6fc528e462345f8aa91dc6dc81a,global,,False,1.0098896026611328,0.8057374358177185,"[1.0093001127243042, 1.0097270011901855, 1.009763240814209, 1.0101209878921509, 1.0102026462554932, 1.0102237462997437]",0.970264732837677,0.9850201606750488,0.779810905456543,0.9816896319389343,0.7771742939949036,7.769934177398682,"[0.8162533640861511, 0.9613327383995056, 1.0095030069351196, 1.0234373807907104, 1.0296519994735718, 1.0320631265640259]",predictions/calendar_off/168h_6h/seed20260965/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260965,CCSPRF,21260968,8,0.9634308218955994,12.495115074998466,25675,25675,0,b0546fdfa75eabd6d00e0843ac77fa519746d6fc528e462345f8aa91dc6dc81a,calendar,50.0,True,1.0155937671661377,0.8107618093490601,"[1.015079140663147, 1.0154250860214233, 1.0154824256896973, 1.01582670211792, 1.015873670578003, 1.0158745050430298]",0.9815713763237,0.9907428622245789,0.7841832637786865,0.9873929619789124,0.7815316915512085,7.812741279602051,"[0.8218132257461548, 0.9671772718429565, 1.0153177976608276, 1.0290682315826416, 1.03525972366333, 1.037905216217041]",predictions/calendar_off/168h_6h/seed20260965/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260965,EMB,21260968,35,1.0064976215362549,31.433193149001454,25799,25675,124,b0546fdfa75eabd6d00e0843ac77fa519746d6fc528e462345f8aa91dc6dc81a,embedding_bias,,False,1.0308072566986084,0.8254486322402954,"[1.0296235084533691, 1.0304592847824097, 1.0306353569030762, 1.0311739444732666, 1.0314446687698364, 1.0315030813217163]",1.0412591695785522,1.020421028137207,0.8120618462562561,1.0169708728790283,0.8093161582946777,8.095041275024414,"[0.849724531173706, 0.9951284527778625, 1.0450071096420288, 1.0596386194229126, 1.0676425695419312, 1.0669265985488892]",predictions/calendar_off/168h_6h/seed20260965/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260966,BASE,21260969,10,0.9608529210090637,13.796585455998866,25675,25675,0,d080f9fa2fcb7caf15640fb2910368213246c07b0ed08251d3daff08943951af,none,,False,0.9939249753952026,0.782909631729126,"[0.9944770932197571, 0.9940559267997742, 0.9936610460281372, 0.99364173412323, 0.9938783645629883, 0.9938339591026306]",0.934092104434967,0.9664844274520874,0.7663902044296265,0.9698624014854431,0.7690688371658325,7.825352191925049,"[0.812673807144165, 0.9491409063339233, 0.9938595294952393, 1.0076189041137695, 1.0188883543014526, 1.020443081855774]",predictions/calendar_off/168h_6h/seed20260966/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260966,CCSPRF-global,21260969,10,0.9608583450317383,14.009510644002148,25675,25675,0,d080f9fa2fcb7caf15640fb2910368213246c07b0ed08251d3daff08943951af,global,,False,0.9939249753952026,0.782909631729126,"[0.9944770932197571, 0.9940559267997742, 0.9936610460281372, 0.99364173412323, 0.9938783645629883, 0.9938339591026306]",0.934100329875946,0.9664886593818665,0.7663938999176025,0.9698666334152222,0.7690725326538086,7.825389385223389,"[0.8126727938652039, 0.949145495891571, 0.9938644766807556, 1.0076228380203247, 1.0188937187194824, 1.0204496383666992]",predictions/calendar_off/168h_6h/seed20260966/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260966,CCSPRF,21260969,16,0.9732898473739624,18.39255771199896,25675,25675,0,d080f9fa2fcb7caf15640fb2910368213246c07b0ed08251d3daff08943951af,calendar,50.0,True,0.9967490434646606,0.7858524918556213,"[0.9972324371337891, 0.9968258738517761, 0.9964846968650818, 0.9964808821678162, 0.9967436790466309, 0.9967253804206848]",0.9395864605903625,0.969322681427002,0.769742488861084,0.9727106094360352,0.772432804107666,7.860928058624268,"[0.8168913722038269, 0.9495928883552551, 0.994810938835144, 1.0118252038955688, 1.0223498344421387, 1.0243618488311768]",predictions/calendar_off/168h_6h/seed20260966/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260966,EMB,21260969,17,0.979268491268158,19.589558340998337,25799,25675,124,d080f9fa2fcb7caf15640fb2910368213246c07b0ed08251d3daff08943951af,embedding_bias,,False,1.0152431726455688,0.7989418506622314,"[1.0160255432128906, 1.0154074430465698, 1.0149626731872559, 1.0149434804916382, 1.0150840282440186, 1.0150316953659058]",0.96291583776474,0.9812827706336975,0.7799117565155029,0.9847124218940735,0.7826375961303711,7.960981369018555,"[0.8338851928710938, 0.9669360518455505, 1.0067728757858276, 1.0184365510940552, 1.0314143896102905, 1.035858154296875]",predictions/calendar_off/168h_6h/seed20260966/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260967,BASE,21260970,4,1.0348325967788696,9.236035719000938,25675,25675,0,2837e7b22efff8f6c51042ed1ebf388191e2fd43a45cf5f77d900c623e4a03a5,none,,False,1.0156209468841553,0.8051993250846863,"[1.0152860879898071, 1.015368938446045, 1.0156444311141968, 1.0159406661987305, 1.0157253742218018, 1.0157585144042969]",1.014548659324646,1.007248044013977,0.7956616282463074,0.9943315386772156,0.7854584455490112,7.939872741699219,"[0.8311055302619934, 0.9786449670791626, 1.0191487073898315, 1.0310776233673096, 1.03919517993927, 1.0497510433197021]",predictions/calendar_off/168h_6h/seed20260967/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260967,CCSPRF-global,21260970,4,1.034839391708374,9.219213956999738,25675,25675,0,2837e7b22efff8f6c51042ed1ebf388191e2fd43a45cf5f77d900c623e4a03a5,global,,False,1.0156209468841553,0.8051993250846863,"[1.0152860879898071, 1.015368938446045, 1.0156444311141968, 1.0159406661987305, 1.0157253742218018, 1.0157585144042969]",1.01455557346344,1.007251501083374,0.7956634759902954,0.9943349361419678,0.7854601740837097,7.939891338348389,"[0.8311025500297546, 0.978649914264679, 1.0191549062728882, 1.031080961227417, 1.0392003059387207, 1.0497546195983887]",predictions/calendar_off/168h_6h/seed20260967/CCSPRF-global.npz
