schema_version,condition,task,seed,arm,training_rng_seed,best_epoch,best_valid_loss,training_seconds,parameter_count,backbone_parameter_count,parameter_increment,initial_backbone_hash,prior_mode,tau,tau_applied,prior_only_rmse_raw,prior_only_mae_raw,prior_only_per_step_rmse_raw,mse_scaled,rmse_scaled,mae_scaled,rmse_raw,mae_raw,smape_percent,per_step_rmse_raw,prediction_artifact
ccsprf-l0-v2,calendar_off,168h_6h,20260941,CCSPRF,21260944,6,0.9910616874694824,10.729437660000258,25675,25675,0,780d7a4164e17b8679e611b044b78e71063a672ad8466f36f8ededaeab1f5d9a,calendar,50.0,True,0.9616468548774719,0.7659695744514465,"[0.9623917937278748, 0.9619640707969666, 0.9616290926933289, 0.9616199135780334, 0.9613566994667053, 0.9609178304672241]",0.9301642179489136,0.9644502401351929,0.7704537510871887,0.9543057680130005,0.7623499035835266,7.608865737915039,"[0.8311998844146729, 0.9326805472373962, 0.9691376686096191, 0.990200400352478, 0.9937295317649841, 0.9980928301811218]",predictions/calendar_off/168h_6h/seed20260941/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260941,EMB,21260944,25,1.0757157802581787,25.9682693950017,25799,25675,124,780d7a4164e17b8679e611b044b78e71063a672ad8466f36f8ededaeab1f5d9a,embedding_bias,,False,0.9895741939544678,0.785118818283081,"[0.9902961254119873, 0.989820122718811, 0.9894483089447021, 0.9894448518753052, 0.9893001317977905, 0.9891368746757507]",1.0097792148590088,1.0048776865005493,0.7994070053100586,0.9943081140518188,0.7909985184669495,7.893653869628906,"[0.8652322888374329, 0.9758011698722839, 1.0145562887191772, 1.0239226818084717, 1.0357798337936401, 1.039468765258789]",predictions/calendar_off/168h_6h/seed20260941/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260942,BASE,21260945,4,0.9948269128799438,9.22252139000193,25675,25675,0,1734b49e009d143aad306ca9800743f9de04a52c5d273007dec2b6b06c42abf2,none,,False,1.011434555053711,0.8044676780700684,"[1.0109902620315552, 1.0115959644317627, 1.0115327835083008, 1.0115214586257935, 1.011638879776001, 1.011328101158142]",0.9864779114723206,0.9932159185409546,0.7884688973426819,0.9911403059959412,0.7868211269378662,7.84674072265625,"[0.8305639624595642, 0.9653705954551697, 1.0156644582748413, 1.0293034315109253, 1.0428460836410522, 1.045853614807129]",predictions/calendar_off/168h_6h/seed20260942/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260942,CCSPRF-global,21260945,4,0.9948351979255676,9.226263467000535,25675,25675,0,1734b49e009d143aad306ca9800743f9de04a52c5d273007dec2b6b06c42abf2,global,,False,1.011434555053711,0.8044676780700684,"[1.0109902620315552, 1.0115959644317627, 1.0115327835083008, 1.0115214586257935, 1.011638879776001, 1.011328101158142]",0.9864840507507324,0.9932190179824829,0.7884709239006042,0.9911434650421143,0.7868232727050781,7.846762180328369,"[0.8305613994598389, 0.9653735756874084, 1.015669584274292, 1.0293073654174805, 1.042850375175476, 1.0458580255508423]",predictions/calendar_off/168h_6h/seed20260942/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260942,CCSPRF,21260945,4,0.9988700747489929,9.210462896000536,25675,25675,0,1734b49e009d143aad306ca9800743f9de04a52c5d273007dec2b6b06c42abf2,calendar,50.0,True,1.0125917196273804,0.8055070042610168,"[1.0121749639511108, 1.0127559900283813, 1.0126707553863525, 1.012660264968872, 1.012772798538208, 1.0125118494033813]",0.9906947612762451,0.9953365325927734,0.7901531457901001,0.9932564496994019,0.7885019183158875,7.863680839538574,"[0.8329053521156311, 0.966908872127533, 1.0174967050552368, 1.031564474105835, 1.0455940961837769, 1.0478609800338745]",predictions/calendar_off/168h_6h/seed20260942/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260942,EMB,21260945,32,1.0684452056884766,31.39916763600195,25799,25675,124,1734b49e009d143aad306ca9800743f9de04a52c5d273007dec2b6b06c42abf2,embedding_bias,,False,1.0267294645309448,0.8142926692962646,"[1.0263880491256714, 1.0269051790237427, 1.0266997814178467, 1.0267013311386108, 1.0268174409866333, 1.0268666744232178]",1.05254065990448,1.025934100151062,0.8141608238220215,1.0237900018692017,0.8124592900276184,8.102653503417969,"[0.8572351932525635, 0.9949666857719421, 1.050990104675293, 1.0690040588378906, 1.0785213708877563, 1.0740152597427368]",predictions/calendar_off/168h_6h/seed20260942/EMB.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260943,BASE,21260946,10,0.8360496163368225,13.776948490001814,25675,25675,0,ba5cc8031c60ed4c0fd425286b2c2d3349d66f2c4ec8d598d119daadabca91f6,none,,False,1.04230535030365,0.8357886672019958,"[1.0418989658355713, 1.042117714881897, 1.0419522523880005, 1.0419589281082153, 1.042490839958191, 1.0434107780456543]",0.9768422842025757,0.9883533120155334,0.7847124934196472,1.0135436058044434,0.8047125339508057,8.072868347167969,"[0.8312249183654785, 0.9965105056762695, 1.0416821241378784, 1.0616891384124756, 1.0648752450942993, 1.0646179914474487]",predictions/calendar_off/168h_6h/seed20260943/BASE.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260943,CCSPRF-global,21260946,10,0.8360535502433777,13.955276663000404,25675,25675,0,ba5cc8031c60ed4c0fd425286b2c2d3349d66f2c4ec8d598d119daadabca91f6,global,,False,1.04230535030365,0.8357886672019958,"[1.0418989658355713, 1.042117714881897, 1.0419522523880005, 1.0419589281082153, 1.042490839958191, 1.0434107780456543]",0.9768510460853577,0.9883577227592468,0.7847159504890442,1.0135481357574463,0.8047160506248474,8.072903633117676,"[0.8312222361564636, 0.9965145587921143, 1.0416866540908813, 1.0616947412490845, 1.0648815631866455, 1.064624547958374]",predictions/calendar_off/168h_6h/seed20260943/CCSPRF-global.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260943,CCSPRF,21260946,10,0.836871325969696,13.78740982400268,25675,25675,0,ba5cc8031c60ed4c0fd425286b2c2d3349d66f2c4ec8d598d119daadabca91f6,calendar,50.0,True,1.0464451313018799,0.8373882174491882,"[1.0459593534469604, 1.046267032623291, 1.0460774898529053, 1.0460946559906006, 1.0466303825378418, 1.047642469406128]",0.981354296207428,0.9906333088874817,0.7859416604042053,1.0158816576004028,0.8059729337692261,8.084354400634766,"[0.8350778222084045, 0.9985120296478271, 1.0435676574707031, 1.0636552572250366, 1.0671253204345703, 1.0670329332351685]",predictions/calendar_off/168h_6h/seed20260943/CCSPRF.npz
ccsprf-l0-v2,calendar_off,168h_6h,20260943,EMB,21260946,17,0.8656874895095825,19.539185948000522,25799,25675,124,ba5cc8031c60ed4c0fd425286b2c2d3349d66f2c4ec8d598d119daadabca91f6,embedding_bias,,False,1.0590356588363647,0.8512510657310486,"[1.058600902557373, 1.0587537288665771, 1.0586986541748047, 1.0587023496627808, 1.0591787099838257, 1.0602797269821167]",1.0025732517242432,1.0012857913970947,0.7967938780784607,1.0268056392669678,0.8171017169952393,8.198017120361328,"[0.8450456857681274, 1.0041621923446655, 1.0540720224380493, 1.0750446319580078, 1.080614447593689, 1.0812127590179443]",predictions/calendar_off/168h_6h/seed20260943/EMB.npz
