variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,test_inference_seconds_mean,test_inference_seconds_std,alpha_mean,alpha_std,spatial_residual_rms_ratio_mean,spatial_residual_rms_ratio_std,gate_normalized_entropy_mean,gate_normalized_entropy_std,null_neighbor_weight_mean_mean,null_neighbor_weight_mean_std,gate_sample_std_mean_mean,gate_sample_std_mean_std,neighbor_out_weight_norm_mean,neighbor_out_weight_norm_std,spatial_forecast_weight_norm_mean,spatial_forecast_weight_norm_std,zero_neighbor_rmse_ugm3_mean,zero_neighbor_rmse_ugm3_std,shuffle_neighbor_rmse_ugm3_mean,shuffle_neighbor_rmse_ugm3_std,center_copy_neighbor_rmse_ugm3_mean,center_copy_neighbor_rmse_ugm3_std,disable_neighbor_rmse_ugm3_mean,disable_neighbor_rmse_ugm3_std
degraded_patchtst,3,23.87193997701009,0.12212374990290506,12.985719362894693,0.11168299607624951,21.67647361755371,0.6658249926470562,0.10262203216552734,0.001049408391577621,12.535945227665556,3.769003580592468,0.008474684667210871,0.00017210862425673157,0.0,0.0,0.0,0.0,0.9987430771191915,0.0009986749646862273,0.06207656611998876,0.008787982851307203,0.002842712371299664,0.0011455913315777005,0.0,0.0,0.0,0.0,23.87193997701009,0.12212374990290506,23.87193997701009,0.12212374990290506,23.87193997701009,0.12212374990290506,23.87193997701009,0.12212374990290506
st_sparse_station_bias_delta_forecast,3,22.83299954732259,0.09875173377916183,12.846883773803711,0.0847077138995156,22.26698939005534,0.7608574396157513,0.09388343244791031,0.0008129961332801836,13.90786799966736,0.2986601790056921,0.008822465334863713,0.00015674484777097582,0.13152899344762167,0.0058730448995068405,0.042121954635207605,0.0016366285941557047,0.6853994131088257,0.002436538227416344,0.08757189040382703,0.035749756754810964,0.041668135672807693,0.0010969594182031184,0.0,0.0,0.7294492324193319,0.07663651416134652,24.68463134765625,0.3550306045885379,25.171964645385742,0.29516521248336447,23.867632548014324,0.14144537159237844,23.870431900024414,0.11193835052818017
