variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,4,0.10493487119674683,3015,0.3093578517436981,0.5561994711825049,0.32444992661476135,41.42289352416992,24.163372039794922,35.68020248413086
st_time,2047,8,0.11090441793203354,3015,0.3086223304271698,0.555537874880885,0.323297917842865,41.373619079589844,24.07757568359375,35.14179229736328
st_rfft,2048,12,0.1175745353102684,3015,0.3068241775035858,0.5539171215115,0.3177945613861084,41.25291061401367,23.667715072631836,34.86669921875
st_time,2048,9,0.11319077014923096,3015,0.30625760555267334,0.5534054621637496,0.316743403673172,41.21480941772461,23.589427947998047,34.415889739990234
st_rfft,2049,3,0.1041879653930664,3015,0.3142789602279663,0.5606058867225409,0.322415828704834,41.751060485839844,24.01188087463379,34.91030502319336
st_time,2049,17,0.12221670895814896,3015,0.3135777413845062,0.5599801258835051,0.32053515315055847,41.7044563293457,23.87181854248047,34.129756927490234
st_rfft,2050,16,0.12179794162511826,3015,0.3242376148700714,0.5694186639635826,0.3322722613811493,42.40739440917969,24.745939254760742,35.49848175048828
st_time,2050,11,0.11138990521430969,3015,0.321946918964386,0.5674036649197695,0.3306346833705902,42.25732421875,24.623979568481445,35.256935119628906
st_rfft,2051,3,0.1030249074101448,3015,0.3044582009315491,0.551777310997425,0.3172321021556854,41.09355163574219,23.625823974609375,34.75026321411133
st_time,2051,1,0.10112950205802917,3015,0.30491164326667786,0.5521880506373511,0.31722280383110046,41.12413787841797,23.625131607055664,34.670536041259766
