arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,5,1.2290403842926025,13,4.630687644999853,False,False,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,21,1.1554683446884155,29,5.2271499290000065,True,True,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,32,1.2214734554290771,40,13.561889081996924,False,False,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,14,1.153581976890564,22,4.00195018100203,True,True,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,3,1.2253546714782715,11,3.7040502989984816,False,False,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,32,1.133405089378357,40,7.36615256100049,True,True,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,37,1.2254211902618408,40,13.565937845000008,False,False,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,21,1.1325879096984863,29,5.254134667000471,True,True,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,8,1.2134976387023926,16,5.3741872329992475,False,False,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,18,1.1509073972702026,26,4.883585868999944,True,True,35659cf83c1549009a65fe8c7a195268f5fbde1455bb7fc41924eee07dc46b67
