scope,task,fold,model,alpha,horizon_step,rmse,mae,smape_percent
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,100.0,1,15.823006953269156,8.717655174750133,33.43919708983306
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,100.0,2,27.108834444475434,15.23694497326601,40.08759795506745
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,100.0,3,35.84675805168626,21.117066327209667,49.15096120449075
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,100.0,4,42.305227351820946,26.031402209664254,57.59093534070748
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,100.0,5,47.8587608378348,30.681427743007728,65.3883139653884
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,100.0,6,52.888273084369196,35.161521192865244,71.30972409570649
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.0001,1,15.913248748363383,9.148016806030322,39.00535931861212
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.0001,2,27.11869492086601,16.095995329176468,51.771434201721554
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.0001,3,35.65707445212662,22.027628007591453,60.76608730983223
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.0001,4,41.91597553704248,26.6673594458626,65.92352488997794
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.0001,5,47.39009609481212,31.06547041202113,70.41191746930404
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.0001,6,52.373137519571756,34.908824552820064,73.18541366405525
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.001,1,15.913247854756529,9.148015251505663,39.00537515834899
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.001,2,27.11869204061849,16.095990726483794,51.771413617467
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.001,3,35.65707091596853,22.027623237364057,60.7660681177682
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.001,4,41.91597311899417,26.66735640725026,65.92349918025214
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.001,5,47.39009366741897,31.06546742035491,70.4119084148612
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.001,6,52.373134720712294,34.90882229171117,73.18543933800422
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.01,1,15.913238923129478,9.147999709081043,39.005533575799966
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.01,2,27.11866324840231,16.095944707634107,51.77120782053885
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.01,3,35.65703556515064,22.027575542604104,60.76587623411718
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.01,4,41.91594894490665,26.66732602344617,65.92324214250105
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.01,5,47.39006939747957,31.06543750328944,70.41181793790473
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.01,6,52.37310673547351,34.90879967767116,73.18569622651133
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.1,1,15.913150049733487,9.14784456628363,39.00711974916432
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.1,2,27.11837634899348,16.095491452092293,51.76935872264805
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.1,3,35.65668313000073,22.027099344540822,60.76396108596006
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.1,4,41.915707841669466,26.667022416852973,65.92067768990671
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.1,5,47.389827096192924,31.065138292543143,70.4109198966567
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,0.1,6,52.37282721772399,34.90857324299207,73.18828008527663
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,1.0,1,15.912304371674647,9.146342612379838,39.023168663967816
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,1.0,2,27.115606570050414,16.091141745047743,51.754760580325986
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,1.0,3,35.653262900732294,22.02241050762956,60.74516814370189
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,1.0,4,41.91335872342581,26.664009035079182,65.89560074906657
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,1.0,5,47.387442838959274,31.062142433228964,70.40259481730244
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,1.0,6,52.37006460481326,34.90628029138294,73.21569330476638
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,10.0,1,15.907209873260202,9.133984792489606,39.168467398748035
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,10.0,2,27.09549401908107,16.060752247222457,51.779638000082414
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,10.0,3,35.62704618025058,21.98162665222316,60.5663208815988
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,10.0,4,41.894656283847176,26.63892159947915,65.70216266693019
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,10.0,5,47.36668542408529,31.03301840140894,70.36758621600254
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,10.0,6,52.345039217180215,34.88447516594157,73.2601745069124
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,100.0,1,15.959364809843786,9.13514460559267,40.55756208424651
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,100.0,2,27.089178332753992,15.956110014251012,52.361902102900416
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,100.0,3,35.57662734544372,21.798254975327648,59.81173281199542
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,100.0,4,41.84936135596075,26.50708509145091,65.0328723710721
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,100.0,5,47.276698610560125,30.822210436921825,69.56081129763172
selection_interval_L0_not_test_not_neural,168h_6h,4,R_lag,100.0,6,52.208541601454336,34.67457358071773,72.45299873837499
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.0001,1,20.80480252879694,11.010829171363355,28.657601913732115
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.0001,2,33.88126607487108,19.71477371044316,46.55704791452803
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.0001,3,43.8606417413621,27.305460340683357,59.02365364664721
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.0001,4,52.180929316882455,33.71962691783547,67.71732281375246
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.0001,5,58.45854467893645,39.01143111273983,73.99845046631094
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.0001,6,63.640021850770744,43.45893987082447,79.33366433216872
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.001,1,20.804802651833384,11.010830040156872,28.657610460617455
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.001,2,33.88126583043088,19.71477466798505,46.55705451074252
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.001,3,43.860641634838025,27.305461672523432,59.0236607677071
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.001,4,52.18092913578183,33.719628020944384,67.71732566687176
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.001,5,58.45854421703863,39.011432286068114,73.99845473920219
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.001,6,63.64002138055449,43.45894073777119,79.33366465194783
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.01,1,20.804803882630758,11.01083872813277,28.65769592972892
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.01,2,33.88126338630794,19.714784243426607,46.55712047141043
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.01,3,43.86064056973919,27.30547499083489,59.023731974948035
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.01,4,52.180927324838905,33.719639051931956,67.71735419734533
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.01,5,58.458539598167896,39.01144401919319,73.99849746686377
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.01,6,63.64001667845956,43.458949407160134,79.3336678503936
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.1,1,20.804816233878682,11.010925611961463,28.658550646411406
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.1,2,33.881238972977336,19.714880000110096,46.55777993042371
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.1,3,43.86062993293155,27.30560816502993,59.02444371180987
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.1,4,52.18090922173901,33.7197493516516,67.71763943020032
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.1,5,58.45849342020375,39.01156133466932,73.99892461846429
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,0.1,6,63.639969664266054,43.45903609323243,79.33369990027764
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,1.0,1,20.804944053526047,11.011794855570413,28.667100138958002
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,1.0,2,33.880997617174046,19.715842973088183,46.56436423683082
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,1.0,3,43.86052497616554,27.306939017322264,59.03152779512266
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,1.0,4,52.180728820290426,33.72085133615743,67.7204846217607
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,1.0,5,58.45803271030038,39.01273291656936,74.00318369137844
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,1.0,6,63.63950019513397,43.45990217445852,79.33402689828367
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,10.0,1,20.806633569870886,11.02295095017485,28.823065649627722
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,10.0,2,33.878849958652914,19.725912632333824,46.63009572535468
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,10.0,3,43.85961008053498,27.32016081219606,59.09928942126369
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,10.0,4,52.17898455039012,33.731772741563425,67.74827113136423
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,10.0,5,58.453528198720115,39.024295919783654,74.04458571381419
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,10.0,6,63.63487013275874,43.46848719476911,79.33790596314935
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,100.0,1,20.851336339648118,11.178055304998315,30.254917076148462
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,100.0,2,33.87580011333279,19.856394653851314,47.50973224956333
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,100.0,3,43.859576701398126,27.4549598191534,59.57439919317233
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,100.0,4,52.1654619545645,33.83830938525707,67.99846433338136
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,100.0,5,58.41575533505159,39.13088016296932,74.37743562356131
selection_interval_L0_not_test_not_neural,168h_6h,5,R_self,100.0,6,63.59325212926718,43.55195005701657,79.42175244988293
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.0001,1,20.49303676318992,10.761065143221556,27.95443411241739
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.0001,2,33.67543924726108,19.350384207577047,43.356980879097186
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.0001,3,44.186335366339726,27.215236725489742,56.3516436771862
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.0001,4,53.20164159220721,34.05281054697033,66.07816835828207
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.0001,5,60.2761633967404,39.63262213797155,72.89586740183758
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.0001,6,66.26650503926207,44.714586360293396,78.86059330648462
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.001,1,20.493037679539192,10.761064889755614,27.95442058673614
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.001,2,33.6754403373008,19.350383816602026,43.35697231395945
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.001,3,44.18633655067646,27.215235867037578,56.35163324377578
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.001,4,53.201642207429515,34.05280930838012,66.07816171869291
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.001,5,60.27616313536535,39.632620622327046,72.89586269294371
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.001,6,66.26650411672978,44.714584008640074,78.86059026242262
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.01,1,20.493046843529935,10.761062418517279,27.95428745682048
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.01,2,33.67545123796195,19.350379906889234,43.35688666262906
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.01,3,44.18634839419208,27.21522746172516,56.35152922955539
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.01,4,53.201648359811394,34.05279692266128,66.07809532282924
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.01,5,60.27616052189464,39.63260546605995,72.89581560392405
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.01,6,66.26649489173508,44.71456049241182,78.86055982151457
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.1,1,20.493138533217437,10.761038648340925,27.952988853522815
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.1,2,33.67556027096573,19.35034081349893,43.356030153872666
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.1,3,44.18646684416914,27.215147835120383,56.35049697833756
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.1,4,53.201709899501886,34.05267308379286,66.0774313670294
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.1,5,60.27613441517103,39.63245392117883,72.89534470566886
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,0.1,6,66.2664026746109,44.714325360624294,78.86025538362877
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,1.0,1,20.494060383928424,10.7608019904337,27.940163922173895
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,1.0,2,33.676653226420925,19.34995025443534,43.3474654305717
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,1.0,3,44.18765281778953,27.214359736431017,56.34031197404278
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,1.0,4,53.202326877283106,34.051436525503156,66.07079212524486
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,1.0,5,60.275876137927135,39.630940251137986,72.89063494662959
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,1.0,6,66.26548377760894,44.711977089450016,78.85720812728766
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,10.0,1,20.503751061064012,10.760677485817748,27.82657906954381
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,10.0,2,33.68783204769718,19.346829184167344,43.2660347749053
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,10.0,3,44.19965199943654,27.207237058111755,56.24182313614994
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,10.0,4,53.20864863424882,34.039589307962835,66.00476557659647
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,10.0,5,60.27356423279822,39.61598114000069,72.84348742597957
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,10.0,6,66.25661435984989,44.68938669387585,78.82668721636573
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,100.0,1,20.631494321474655,10.869146814598878,29.2330352371661
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,100.0,2,33.81512265426343,19.35889929403211,42.7915023053883
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,100.0,3,44.327839804830965,27.185264602486743,55.361105174498825
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,100.0,4,53.282387289749835,33.95685566963589,65.41235521677015
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,100.0,5,60.271111321684145,39.49133438561565,72.3927146664552
selection_interval_L0_not_test_not_neural,168h_6h,5,R_recent,100.0,6,66.19342989434752,44.51749423466533,78.45697217453313
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.0001,1,20.517850841870107,11.047909728179846,35.23005823458056
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.0001,2,33.654725381316375,19.56146065404575,51.42842722450529
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.0001,3,43.91268584125432,27.099543836998716,63.43276238474016
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.0001,4,52.38538194890126,33.21410787342162,70.40324623708642
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.0001,5,58.69443081521047,38.14869928704911,77.01109168254123
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.0001,6,63.87904597932368,42.41277974850426,81.1305706003463
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.001,1,20.5178508202456,11.047908127069162,35.23004845105599
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.001,2,33.65472478720878,19.561457476740152,51.42839339454417
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.001,3,43.91268591210587,27.09954218858266,63.432745242548215
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.001,4,52.38538290920233,33.214107112369554,70.40323161500356
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.001,5,58.69443185922717,38.14869963599775,77.0111020391116
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.001,6,63.879045646896465,42.412780476800805,81.13056678262855
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.01,1,20.51785060804169,11.047892120197094,35.22995066875443
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.01,2,33.65471885605732,19.56142571243541,51.42805517260173
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.01,3,43.912686631125574,27.099525708131274,63.43257384846074
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.01,4,52.385392521455266,33.21409950430524,70.40308541952612
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.01,5,58.694442310963026,38.14870312570991,77.01120559965634
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.01,6,63.8790423420516,42.412787762482274,81.130528613222
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.1,1,20.517848888535717,11.047732473632246,35.22897812060789
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.1,2,33.65466053274219,19.561108941696745,51.42468068805077
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.1,3,43.91269486715239,27.099374070182506,63.430872992174656
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.1,4,52.38548956418171,33.214023668485915,70.40162598814403
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.1,5,58.6945479802556,38.14873969922115,77.01224260674144
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,0.1,6,63.87901122845801,42.4128608895697,81.13014769274001
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,1.0,1,20.51787041678192,11.046176948766483,35.21976117662453
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,1.0,2,33.65417202308956,19.558080678900456,51.3923055818839
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,1.0,3,43.91287740764462,27.097966131586762,63.41457850775028
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,1.0,4,52.38654810526238,33.21338951650729,70.38014238577615
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,1.0,5,58.6957150985822,38.149657157433325,77.02321829574277
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,1.0,6,63.87888600047141,42.413617907499415,81.12518279117339
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,10.0,1,20.520871648478476,11.034516100442325,35.14511690199711
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,10.0,2,33.65586280773154,19.538862359079268,51.15238068558564
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,10.0,3,43.92160411280719,27.087623086722825,63.152207393352775
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,10.0,4,52.40316065318771,33.21046038963883,70.09577200326311
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,10.0,5,58.714989783743256,38.15920179445202,76.8602276548351
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,10.0,6,63.890708630941575,42.426523248127516,81.11048624198534
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,100.0,1,20.616739771807524,11.070699150696345,35.528705198401475
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,100.0,2,33.785820469138564,19.52388311804641,49.710988587686515
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,100.0,3,44.11243823468925,27.091152231224186,62.2784114644158
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,100.0,4,52.64055755441161,33.26392572656247,69.63427199659255
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,100.0,5,58.99137372879484,38.24668028928219,76.77139438462393
selection_interval_L0_not_test_not_neural,168h_6h,5,R_lag,100.0,6,64.1906566147601,42.593747456682934,81.28713944676703
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,0.0001,1,14.217279432250518,8.969074880661374,22.87733382871781
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,0.001,1,14.217278087852556,8.969075299870598,22.87733907819893
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,0.01,1,14.217264645105367,8.969079492065585,22.87739157053901
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,0.1,1,14.217130340792542,8.969121424282642,22.877916247015726
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,1.0,1,14.215799530247807,8.969541767425362,22.88313851800202
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,10.0,1,14.20363684317137,8.973841833317888,22.933095024724658
selection_interval_L0_not_test_not_neural,24h_1h,1,R_self,100.0,1,14.151364716083009,9.1071500096357,23.520553466482642
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,0.0001,1,15.359389435469078,9.887587532295184,26.528237563558587
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,0.001,1,15.359382685475394,9.887584435541315,26.528237652407725
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,0.01,1,15.359315191752302,9.887553470204383,26.528238542489145
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,0.1,1,15.358640875517448,9.887244036895304,26.52824760221368
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,1.0,1,15.351959438656875,9.884171598216291,26.528354012973477
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,10.0,1,15.290964191715453,9.85848757692932,26.53754936684722
selection_interval_L0_not_test_not_neural,24h_1h,1,R_recent,100.0,1,15.040684025097866,9.852272133339456,26.932405805126198
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,0.0001,1,15.517293623341866,10.184918412035792,27.758395196907788
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,0.001,1,15.51728306244905,10.184909110728078,27.75835270673242
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,0.01,1,15.517177480913883,10.184816124718253,27.757927955625185
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,0.1,1,15.516124392880311,10.183888959011242,27.753695439257754
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,1.0,1,15.50585488031642,10.174874977980668,27.71280314042902
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,10.0,1,15.42192029350614,10.105098951889705,27.432650851157426
selection_interval_L0_not_test_not_neural,24h_1h,1,R_lag,100.0,1,15.133779008425142,9.954458007175985,27.06898923176091
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,0.0001,1,12.01401028091939,7.894586094081042,19.474138688084164
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,0.001,1,12.014010066127398,7.89458692702169,19.474146138486063
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,0.01,1,12.014007918774796,7.8945952564374435,19.474220639844113
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,0.1,1,12.013986501958174,7.8946785515188695,19.47496538753445
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,1.0,1,12.013777981221748,7.895521741394317,19.48239675223852
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,10.0,1,12.01223501284819,7.90435704797363,19.5545621683451
selection_interval_L0_not_test_not_neural,24h_1h,2,R_self,100.0,1,12.03553130437405,8.01887713443886,20.232382641488226
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,0.0001,1,11.582384937370273,7.626931469165751,19.1344838923808
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,0.001,1,11.582384471302234,7.626931609130685,19.134485936678573
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,0.01,1,11.582379811492029,7.626933008870137,19.134506377722012
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,0.1,1,11.58233330037172,7.626947015275322,19.13471059495727
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,1.0,1,11.581876852780054,7.627087977461147,19.136733666204954
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,10.0,1,11.578145521257253,7.629009903324097,19.157153498960323
selection_interval_L0_not_test_not_neural,24h_1h,2,R_recent,100.0,1,11.600485352268883,7.696876970492413,19.387354040227653
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,0.0001,1,11.513610147162865,7.654563963164471,19.635710614034338
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,0.001,1,11.51360957525458,7.65456344723664,19.635705705461802
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,0.01,1,11.513603857073905,7.654558288855653,19.635656629049254
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,0.1,1,11.513546765409231,7.654506794616017,19.635166794109026
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,1.0,1,11.512984790607119,7.654000651949622,19.630359295074186
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,10.0,1,11.508200042176027,7.651498184373454,19.59431907938418
selection_interval_L0_not_test_not_neural,24h_1h,2,R_lag,100.0,1,11.518973499022165,7.6930458072568975,19.582789581947686
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,0.0001,1,17.461397482079605,10.175813904070854,19.644097212611886
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,0.001,1,17.461399917253445,10.175817141484623,19.644104168823425
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,0.01,1,17.461424269235867,10.175849515464975,19.64417372989056
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,0.1,1,17.46166781345358,10.176173239536121,19.644869235809566
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,1.0,1,17.464105687942173,10.179408910000074,19.651813896694392
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,10.0,1,17.48872089823614,10.211621400417231,19.720361900982812
selection_interval_L0_not_test_not_neural,24h_1h,3,R_self,100.0,1,17.753700956249332,10.549781681471552,20.43219378755488
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,0.0001,1,17.6432804520167,10.463888970943048,20.11679841760913
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,0.001,1,17.643282177161623,10.463891521520404,20.1168179283011
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,0.01,1,17.643299429026253,10.463917027247495,20.117013032872528
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,0.1,1,17.64347198921323,10.464172079881754,20.118963843991587
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,1.0,1,17.645201732202036,10.466722142480146,20.138448788123874
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,10.0,1,17.66290076160338,10.492252268799117,20.331558514891896
