variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,25,0.12801165878772736,30,610,7.058783522358068,4.877044403497043,17.067045189533314,1704
st_time,7001,16,0.11699637025594711,22,610,7.064803206353092,4.872199174943664,17.00038671654591,1704
st_rfft,7002,26,0.13593053817749023,30,610,7.101173621162498,4.907726600136556,17.216212061735096,1704
st_time,7002,23,0.12900403141975403,29,610,7.107301955131539,4.898150207850855,17.135731372383354,1704
st_rfft,7003,27,0.12323303520679474,30,610,7.1057581335051045,4.873302907451218,17.04846733716002,1704
st_time,7003,9,0.10839399695396423,15,610,7.1171063324118995,4.8841242689481925,17.00234894677301,1704
st_rfft,7004,27,0.12690401077270508,30,610,7.046215348532513,4.873170465370859,17.06617071933819,1704
st_time,7004,21,0.11729056388139725,27,610,7.05965877185435,4.87047743573435,17.018392798783115,1704
st_rfft,7005,24,0.12368883937597275,30,610,7.08852013544682,4.89173008018816,17.10133490997681,1704
st_time,7005,2,0.09983359277248383,8,610,7.108982045660466,4.910947388886286,17.08473060084393,1704
