variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_pairwise_delta_forecast,2024,-1.0763626098632812,-0.08395767211914062,-4.533582269410108
st_station_bias_delta_forecast,2024,-1.1432838439941406,-0.07874202728271484,-4.815450960985379
