variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,28,0.12352561950683594,30,1572,10.134892806009509,6.138999708597746,16.259299017541135,5034
st_time,7001,28,0.11940884590148926,30,1572,10.148394476976149,6.116572677497121,16.131633602310163,5034
st_rfft,7002,26,0.12289451062679291,30,1572,10.02879584513786,6.109166085459573,16.428888725620194,5034
st_time,7002,23,0.11736644804477692,29,1572,10.014143076944801,6.057576493985794,16.231247517380755,5034
st_rfft,7003,26,0.11932262778282166,30,1572,10.064166454629703,6.043481243665511,15.977240986340108,5034
st_time,7003,26,0.11224481463432312,30,1572,10.07211783274171,6.0162963852031766,15.880788108426902,5034
st_rfft,7004,26,0.11884846538305283,30,1572,10.011589325643026,6.071355645411252,16.306910517387315,5034
st_time,7004,19,0.11261837929487228,25,1572,10.024236748005318,6.052060954382271,16.204834392995384,5034
st_rfft,7005,24,0.1225547194480896,30,1572,10.12509695113012,6.128133037993015,16.198574275622875,5034
st_time,7005,22,0.11975385248661041,28,1572,10.128645827298328,6.106960702804426,16.130198264782667,5034
