variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,2,0.10147715359926224,8,3015,15.43837524664628,9.295372662978105,25.349725784914384,9474
st_time,7001,1,0.10074751079082489,7,3015,15.436446125909908,9.28144030322348,25.311982257325667,9474
st_rfft,7002,1,0.10038229823112488,7,3015,15.647574864586872,9.634385450595488,26.005770290711332,9474
st_time,7002,10,0.1101619154214859,16,3015,15.31012433552223,9.31323590418546,25.15771895695381,9474
st_rfft,7003,1,0.10033797472715378,7,3015,15.62992568227298,9.626733224654162,26.36438625011488,9474
st_time,7003,1,0.10035671293735504,7,3015,15.599395499518078,9.597927402136369,26.297153834352443,9474
st_rfft,7004,1,0.10053837299346924,7,3015,15.467791217838798,9.39628044411883,25.655433685516016,9474
st_time,7004,1,0.10055038332939148,7,3015,15.448636873232733,9.384172480444075,25.629351258571393,9474
st_rfft,7005,1,0.10028862953186035,7,3015,15.584509940210625,9.537756439299178,26.0442545937616,9474
st_time,7005,1,0.10071646422147751,7,3015,15.55958794013007,9.520182735385939,26.016416822206867,9474
