variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,30,0.14115464687347412,30,1572,17.277508839659138,11.649785864870607,32.860850161510506,4746
st_time,7001,29,0.13668444752693176,30,1572,17.399737616951008,11.75904985766244,33.373270285794035,4746
st_rfft,7002,26,0.12918023765087128,30,1572,17.85387902828529,11.985221639746511,34.12490118953892,4746
st_time,7002,16,0.1152687668800354,22,1572,17.855300405426814,11.993788185071402,34.171761775534115,4746
st_rfft,7003,22,0.11962414532899857,28,1572,17.672219614976836,11.895511686274435,33.344212905978125,4746
st_time,7003,13,0.10916996747255325,19,1572,17.630845363282802,11.876643800554625,33.26781387950673,4746
st_rfft,7004,10,0.10850142687559128,16,1572,17.729528652989412,11.918340697853163,33.24772161288497,4746
st_time,7004,10,0.10817430913448334,16,1572,17.800230636742278,11.976559902613946,33.480276537015754,4746
st_rfft,7005,30,0.1222572773694992,30,1572,18.161010057002425,12.214078716723366,34.533108871033306,4746
st_time,7005,12,0.11069217324256897,18,1572,18.171868963721206,12.229320432081838,34.67524993937725,4746
