epoch,train_loss,valid_loss
1,0.6050895056275631,1.2589603662490845
2,0.5132522085113018,1.1646441221237183
3,0.49504010140045324,1.127598762512207
4,0.48919605571890884,1.1207443475723267
5,0.48209214450512555,1.1376036405563354
6,0.4791190964443988,1.1056735515594482
7,0.4764226792541824,1.1296133995056152
8,0.4801223420433985,1.1393038034439087
9,0.47562438777495314,1.1310665607452393
10,0.4747160499078711,1.1350822448730469
11,0.47248664734421036,1.110018014907837
12,0.46726563540133803,1.1353765726089478
13,0.46783705364392786,1.1169350147247314
14,0.4636545034486856,1.1227070093154907
