variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,evaluation_inference_seconds_mean,evaluation_inference_seconds_std,alpha_mean,alpha_std,spatial_residual_rms_ratio_mean,spatial_residual_rms_ratio_std,gate_normalized_entropy_mean,gate_normalized_entropy_std,null_neighbor_weight_mean_mean,null_neighbor_weight_mean_std,gate_sample_std_mean_mean,gate_sample_std_mean_std,disable_spatial_rmse_ugm3_mean,disable_spatial_rmse_ugm3_std
degraded_patchtst_clean,3,50.98716608683268,0.5350967309402794,33.498547871907554,0.42677644109095125,50.66377639770508,3.026430650565164,0.46793399254481,0.00983980689666941,27.351128299666016,4.697353975396043,0.03269613933419654,6.190616918718718e-05,0.0,0.0,0.0,0.0,0.6185175180435181,0.0016002753300732358,0.16792909801006317,0.01966346118867585,0.06734924018383026,0.005923664295635106,50.98716608683268,0.5350967309402794
locked_st_clean,3,50.329891204833984,0.5707290111267915,32.90695317586263,0.7130606123910687,50.436658223470054,2.5639620402339927,0.4559531509876251,0.010323751307553714,26.758616797666036,7.88962025792691,0.03178228000009161,1.686045181053897e-05,0.12010864913463593,0.01292256587928526,0.05591643089659167,0.014869043564521721,0.41226455569267273,0.017369329949294406,0.4513841172059377,0.06678203194472601,0.07361918439467748,0.007645232398412144,50.98716608683268,0.5350967309402794
