epoch,train_loss,valid_loss,learning_rate
1,0.9679599837156141,0.7736731767654419,0.001
2,0.7434943076073292,0.7489557862281799,0.001
3,0.7119847899429749,0.7475758790969849,0.001
4,0.6984683898179876,0.7434809803962708,0.001
5,0.7055574970925662,0.7399189472198486,0.001
6,0.7029506437513476,0.7399333119392395,0.001
7,0.6925237056872778,0.7478638291358948,0.001
8,0.6979354105741788,0.7420335412025452,0.001
9,0.6981914177784053,0.737234354019165,0.001
10,0.6834985559805922,0.7394318580627441,0.001
11,0.6835329705927882,0.739587128162384,0.001
12,0.6894309617893348,0.7415946125984192,0.001
13,0.6849820407285144,0.7490926384925842,0.0005
14,0.6833849806559338,0.740757405757904,0.0005
15,0.681590382286802,0.7421915531158447,0.0005
16,0.6710671315324696,0.7400335669517517,0.0005
17,0.6817942662419915,0.7436196208000183,0.00025
