variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,6,0.10636372119188309,12,5901,20.262155597822943,14.202525147045113,39.34173490875358,20028
st_time,7001,1,0.1006365418434143,7,5901,20.357419028196347,14.239244388776886,39.42178299617839,20028
st_rfft,7002,16,0.11458177864551544,22,5901,20.282406409588887,14.160850642611695,39.27402765315659,20028
st_time,7002,16,0.11391513049602509,22,5901,20.25122489800556,14.10713150821714,39.24339385489496,20028
st_rfft,7003,11,0.11127101629972458,17,5901,20.265847551463775,14.18756765411694,39.39483928254695,20028
st_time,7003,11,0.10739021748304367,17,5901,20.239742554249005,14.152416093634683,39.358289373831134,20028
st_rfft,7004,1,0.10073844343423843,7,5901,20.435358198068787,14.285162315174375,39.70586771182608,20028
st_time,7004,1,0.10069350153207779,7,5901,20.40651335602917,14.285255480793534,39.66547401449641,20028
st_rfft,7005,12,0.11163415014743805,18,5901,20.389250015924407,14.341468325626929,39.7812622882547,20028
st_time,7005,17,0.11580245196819305,23,5901,20.353983430411184,14.283245872351278,39.72685096153651,20028
