variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10169631242752075,7,5901,18.138008685075917,11.279033750454069,29.684060062165535,20316
st_time,7001,15,0.12903593480587006,21,5901,17.850523209068783,11.068033473185137,29.294447130163796,20316
st_rfft,7002,1,0.10144409537315369,7,5901,18.020489119101434,11.152019961421521,29.309353774004837,20316
st_time,7002,14,0.1258566528558731,20,5901,17.80429368283751,11.025711354460157,29.12352903447417,20316
st_rfft,7003,1,0.10128731280565262,7,5901,18.130657121870794,11.415600257399609,30.23201552609297,20316
st_time,7003,14,0.12273098528385162,20,5901,17.85955962712095,11.167073001024127,29.565327453017666,20316
st_rfft,7004,1,0.10120542347431183,7,5901,18.15007672955908,11.429751300511338,30.12972684509254,20316
st_time,7004,17,0.12948665022850037,23,5901,17.938448801909846,11.220188070456093,29.61833052896389,20316
st_rfft,7005,1,0.10162927210330963,7,5901,18.109952083591526,11.216561499860584,29.372920806866425,20316
st_time,7005,1,0.10167112201452255,7,5901,18.025759097397504,11.17663702379885,29.334701432995143,20316
