epoch,train_loss,valid_loss,learning_rate
1,0.8490328695730441,0.9958058595657349,0.001
2,0.4923198519649601,0.665928840637207,0.001
3,0.35672431028821505,0.6541731357574463,0.001
4,0.3115659660983601,0.5625816583633423,0.001
5,0.2943789552233977,0.510062038898468,0.001
6,0.2826390092464136,0.5228877067565918,0.001
7,0.2745914523593598,0.4961073100566864,0.001
8,0.2674224460680354,0.5050176978111267,0.001
9,0.2677630164956491,0.4772298038005829,0.001
10,0.2647588079116507,0.48855140805244446,0.001
11,0.2607347452005808,0.48989707231521606,0.001
12,0.25767343041305735,0.49312910437583923,0.001
13,0.2653168926024794,0.49605146050453186,0.0005
14,0.2535629874160405,0.49109527468681335,0.0005
15,0.2513038198384588,0.48601946234703064,0.0005
