arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,10,0.6072089076042175,18,3.8415736239985563,False,False,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,2,0.5971342921257019,10,1.3143048839992844,True,True,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,15,0.6059727668762207,23,5.177728178001416,False,False,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,25,0.592890202999115,33,4.437892944999476,True,True,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,17,0.6024066209793091,25,5.443407768001634,False,False,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,24,0.5817220211029053,32,4.141236975003267,True,True,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,32,0.6016724109649658,40,8.306268395001098,False,False,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,3,0.5900536179542542,11,1.4368568200006848,True,True,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,22,0.6059244871139526,30,6.293856730000698,False,False,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,2,0.5931506752967834,10,1.311984912998014,True,True,107ab36e238d3401a4040d973fb3492ef3657138bb5daefc6d4597de5e440dd0
