variant,seed,best_epoch,beta,trainable_parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent
st_rfft,2047,30,0.15491031110286713,11673,0.9007895588874817,0.9490993408950834,0.6356334686279297,70.65043640136719,47.31620788574219,57.85689926147461
st_time,2047,30,0.148188978433609,11673,0.8950429558753967,0.9460670990344167,0.6332468390464783,70.42471313476562,47.1385498046875,57.815914154052734
st_rfft,2048,19,0.13197371363639832,11673,0.8091433048248291,0.8995239323246653,0.6055800318717957,66.96006774902344,45.07904815673828,57.44868087768555
st_time,2048,30,0.1555289328098297,11673,0.8012797236442566,0.8951422924006309,0.6019389629364014,66.6339111328125,44.808006286621094,57.131431579589844
st_rfft,2049,29,0.1527339518070221,11673,0.8496348261833191,0.9217563811459724,0.6273035407066345,68.61504364013672,46.696128845214844,58.06029510498047
st_time,2049,30,0.14875958859920502,11673,0.8463478088378906,0.9199716348007099,0.6231184005737305,68.48218536376953,46.38459777832031,57.35389709472656
st_rfft,2050,30,0.1517256647348404,11673,0.8165311813354492,0.9036211492298358,0.6178841590881348,67.26506042480469,45.994956970214844,57.36481475830078
st_time,2050,28,0.137786403298378,11673,0.8093488216400146,0.8996381615071777,0.6142503023147583,66.96857452392578,45.72446060180664,57.34635543823242
st_rfft,2051,6,0.11143509298563004,11673,0.8638242483139038,0.9294214589269519,0.6229959726333618,69.18562316894531,46.37548065185547,58.89257049560547
st_time,2051,3,0.10573100298643112,11673,0.8617362380027771,0.9282974943426149,0.6219750046730042,69.10195922851562,46.299476623535156,59.04431915283203
