variant,runs,rmse_ugm3_mean,rmse_ugm3_std,mae_ugm3_mean,mae_ugm3_std,smape_percent_mean,smape_percent_std,best_valid_loss_mean,best_valid_loss_std,training_seconds_mean,training_seconds_std,test_inference_seconds_mean,test_inference_seconds_std,alpha_mean,alpha_std,spatial_residual_rms_ratio_mean,spatial_residual_rms_ratio_std,gate_normalized_entropy_mean,gate_normalized_entropy_std,null_neighbor_weight_mean_mean,null_neighbor_weight_mean_std,gate_sample_std_mean_mean,gate_sample_std_mean_std,neighbor_out_weight_norm_mean,neighbor_out_weight_norm_std,zero_neighbor_rmse_ugm3_mean,zero_neighbor_rmse_ugm3_std,shuffle_neighbor_rmse_ugm3_mean,shuffle_neighbor_rmse_ugm3_std,center_copy_neighbor_rmse_ugm3_mean,center_copy_neighbor_rmse_ugm3_std
degraded_patchtst,3,21.375035603841145,0.08220050032186547,10.0092191696167,0.05019859626533949,16.038817405700684,0.23742746190664493,0.10201976199944814,0.000734120676879661,13.059809286334106,3.5209346009316476,0.040452097663849905,0.0006486797275113615,0.0,0.0,0.0,0.0,0.9995284875233968,0.0004901123486691969,0.05862646053234736,0.0068600635878808104,0.0017008236609399319,0.0007633144535687721,0.0,0.0,21.375035603841145,0.08220050032186547,21.375035603841145,0.08220050032186547,21.375035603841145,0.08220050032186547
st_pairwise_delta,3,21.33477783203125,0.08633356679407936,10.009481430053711,0.035657087311057524,16.160940806070965,0.3840798330580418,0.10173200319210689,0.0005782773007439649,13.793601198997445,1.8107239691212618,0.03944956400179459,0.002545319402464724,0.020231545592347782,0.0003507993428203772,0.002503540150571352,0.0021478721424559913,0.9815162618954977,0.01883697918443556,0.04844998816649119,0.005213494373677093,0.01657808820406596,0.012246723015277454,0.1437873194615046,0.056519480501016045,21.33401044209798,0.08540909185438905,21.34886423746745,0.0813642019708393,21.374289830525715,0.07747581520916101
