epoch,train_loss,valid_loss
1,0.4867346522682179,0.7877143621444702
2,0.33904074491796027,0.6632625460624695
3,0.3002513836365151,0.6396121382713318
4,0.28736878622419487,0.6245176792144775
5,0.2844747213974931,0.6024730801582336
6,0.2805807596465674,0.6106939911842346
7,0.2768141531026526,0.5915478467941284
8,0.2746671528129088,0.604252815246582
9,0.270737825382852,0.588699460029602
10,0.2695782837222175,0.5956966280937195
11,0.26911879524644966,0.600657045841217
12,0.27039017003605015,0.5854687094688416
13,0.2669095668251096,0.5957552790641785
14,0.264621293479566,0.59266197681427
15,0.2609781544691717,0.5917478203773499
16,0.26322243411322527,0.592877984046936
17,0.26326855073380695,0.5734995007514954
18,0.2572602836351133,0.5808599591255188
19,0.2548206917651097,0.571126401424408
20,0.2566644430582138,0.5763241648674011
21,0.25377203415522237,0.5709133744239807
22,0.2522333971291981,0.5834870934486389
23,0.25255199542002843,0.567830502986908
24,0.24842555204697161,0.5700387358665466
25,0.2534576400435467,0.5759938955307007
26,0.2510065846408663,0.569381833076477
27,0.2521921896752136,0.5703045725822449
28,0.2513719743329417,0.5677013397216797
29,0.25176684477010003,0.5686741471290588
30,0.2491040302697599,0.5740057826042175
31,0.248173981578967,0.5707931518554688
32,0.25092834726939334,0.5685897469520569
33,0.24846858714222614,0.572102427482605
34,0.2462968756237162,0.5697926878929138
35,0.24604818561708952,0.5685693025588989
36,0.24495616738812706,0.5700891017913818
