arm,seed,artifact,best_epoch,best_valid_loss,trained_epochs,training_seconds,initialized_from_degraded,backbone_frozen,config_fingerprint
degraded_patchtst,7001,predictions/degraded_patchtst_seed7001.npz,6,0.8858785629272461,12,13.251769554997736,False,False,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
st_sparse_station_bias_delta_forecast,7001,predictions/st_sparse_station_bias_delta_forecast_seed7001.npz,30,0.8669652938842773,30,13.773879103999207,True,True,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
degraded_patchtst,7002,predictions/degraded_patchtst_seed7002.npz,4,0.8756855130195618,10,10.985394281000481,False,False,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
st_sparse_station_bias_delta_forecast,7002,predictions/st_sparse_station_bias_delta_forecast_seed7002.npz,30,0.8589445352554321,30,13.715750048999325,True,True,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
degraded_patchtst,7003,predictions/degraded_patchtst_seed7003.npz,6,0.865149736404419,12,13.160014670000237,False,False,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
st_sparse_station_bias_delta_forecast,7003,predictions/st_sparse_station_bias_delta_forecast_seed7003.npz,29,0.8451053500175476,30,13.704651806001493,True,True,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
degraded_patchtst,7004,predictions/degraded_patchtst_seed7004.npz,8,0.9000710844993591,14,15.353938144002313,False,False,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
st_sparse_station_bias_delta_forecast,7004,predictions/st_sparse_station_bias_delta_forecast_seed7004.npz,30,0.8712608218193054,30,13.752179417999287,True,True,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
degraded_patchtst,7005,predictions/degraded_patchtst_seed7005.npz,12,0.8708064556121826,18,19.70098970899926,False,False,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
st_sparse_station_bias_delta_forecast,7005,predictions/st_sparse_station_bias_delta_forecast_seed7005.npz,20,0.8532906174659729,26,11.944700902000477,True,True,db2ba71568a7035c3a52c80774cd41e62137e0f4a906e1ffcb8782fe56c66abf
