variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,1,0.10074857622385025,7,3015,13.382808430185026,8.154950933922313,21.13558437402256,10194
st_time,7001,17,0.11862460523843765,23,3015,13.250842202044991,8.031789362605984,20.991911604887754,10194
st_rfft,7002,1,0.1010419949889183,7,3015,13.244776847015716,8.060061018818239,21.019325950255556,10194
st_time,7002,1,0.10085590183734894,7,3015,13.225280226033046,8.05651362035376,21.026363414288962,10194
st_rfft,7003,1,0.10116859525442123,7,3015,13.385110749849671,8.171581867982155,21.254142138338565,10194
st_time,7003,1,0.10108949989080429,7,3015,13.370157661763713,8.179717042199625,21.32391945297761,10194
st_rfft,7004,1,0.10102596879005432,7,3015,13.191811076206617,8.048921282159972,21.154292188740907,10194
st_time,7004,1,0.10093459486961365,7,3015,13.17901061830336,8.04140607763885,21.163852863104076,10194
st_rfft,7005,1,0.10054530948400497,7,3015,13.453133730948403,8.16489238114083,21.152501702883995,10194
st_time,7005,1,0.10080114006996155,7,3015,13.436119348649449,8.177144507321513,21.218526246986343,10194
