variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_neighbor_rmse_ugm3,disable_neighbor_mae_ugm3,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst,2024,22,0.46193891763687134,43.13869989099476,0.03105937800137326,valid,31126,0.46193891763687134,0.6796608842922118,0.43682029843330383,50.519622802734375,32.46913146972656,51.56446838378906,50.519622802734375,32.46913146972656,50.519622802734375,32.46913146972656,50.519622802734375,32.46913146972656,50.519622802734375,32.46913146972656,0.0,0.0,0.9994996190071106,0.04922156780958176,0.002146072220057249,0.0,0.0,input
st_pairwise_delta_forecast,2024,22,0.45488107204437256,43.60233979599434,0.03199962500366382,valid,31127,0.45488107204437256,0.6744487171344998,0.43389102816581726,50.1322021484375,32.25139617919922,51.127201080322266,50.864051818847656,32.739768981933594,51.09556198120117,33.63717269897461,51.18002700805664,33.40674591064453,50.22509002685547,32.08253479003906,0.10996551811695099,0.04550127418968006,0.7047858238220215,0.4079151451587677,0.04020332172513008,0.0,1.1277575492858887,forecast
st_confident_delta_forecast,2024,22,0.4552566111087799,43.99427270700107,0.03215228200133424,valid,31127,0.4552566111087799,0.6747270641591161,0.4335552752017975,50.15289306640625,32.226436614990234,51.220558166503906,50.84062576293945,32.74434280395508,50.85660171508789,33.26713562011719,51.00945281982422,33.178489685058594,50.24336624145508,32.13118362426758,0.11011460423469543,0.042339767469100044,0.6857272982597351,0.42710235714912415,0.04106820747256279,0.0,1.0810655355453491,forecast
